X_IMAGE,Y_IMAGE,ALPHAPEAK_J2000,DELTAPEAK_J2000,ALPHA_SKY,DELTA_SKY,FLUX_RADIUS,KRON_RADIUS,FLAGS,FLUX_APER,FLUXERR_APER,ELONGATION,THETA_IMAGE,MAG_AUTO,MAGERR_AUTO,SNR_WIN,brickid,brickname,objid,type,ra_1,dec_1,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g_1,mag_r_1,mag_i_1,mag_z_1,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,Group_1,Gal_1,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation,Group_2,Gal_2,ID,ra_2,dec_2,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g_2,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r_2,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i_2,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z_2,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z
570.421,709.0369,314.4942181,-24.9628549,314.4941843,-24.9628522,6.213,3.5,0,51.44068,0.07583191,1.098,-85.36,15.9426,0.0016,1276.0,191940,3144m250,3677,SER,314.4941688273316,-24.96287790106267,0.06236795,72.16127,0.0,158.19318,174.23877,1.7189217,0.0,1.3877546,1.221678,0.9117443,39624.984,1.4880819,365343.3,0.12924376,1268542.0,-0.036508497,685552.25,17.85424,Infinity,17.002031,16.897139,17.028147,17.249165,14.697726,12.439299,Infinity,Infinity,Infinity,0.10489273,314.494,-24.9628889,186,4,20 57 58.56,-24 57 46.4,0.0,,19.6074,19.1857,Simbad,0.5524214741661917,186,4,3677,314.4941688273316,-24.96287790106267,0.458366748082473,570.5071,0.0035,709.2769,0.0042,5.4471,0.0097,17.8621,0.0011,0.9389,0.0066,0.761,0.001,-8.8131,0.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.5071,0.0035,709.2769,0.0042,5.7368,0.0074,16.9866,7.0E-4,0.9464,0.0035,0.761,0.001,-8.8131,0.1751,570.5071,0.0035,709.2769,0.0042,5.8899,0.0112,16.8623,0.0018,0.9503,0.0059,0.761,0.001,-8.8131,0.1751
719.2617,410.5036,314.4822424,-24.9845365,314.4822213,-24.9845726,2.76,3.5,0,16.25077,0.07536715,1.019,-36.26,18.5798,0.0085,255.6,191940,3144m250,3426,PSF,314.4821964439124,-24.98454274202755,0.06266701,19.193615,0.0,11.220144,9.102077,1.7189217,0.0,1.3877546,1.221678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.292109,Infinity,19.875004,20.102148,22.43999,,,14.427095,Infinity,Infinity,Infinity,-0.22714424,314.482,-24.9843889,186,2,20 57 55.68,-24 59 03.8,0.0,,18.628,18.7564,Simbad,0.8471339485265049,186,2,3426,314.4821964439124,-24.98454274202755,0.458366748082473,719.2754,0.023,410.7152,0.0253,*0.0482*,*0.0472*,19.1471,0.3251,6.8073,4.3741,0.3623,0.0228,76.3388,1.6391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.2754,0.023,410.7152,0.0253,1.1671,0.0972,19.5801,0.0252,*12.3679*,*1.3902*,0.3623,0.0228,76.3388,1.6391,719.2754,0.023,410.7152,0.0253,1.7585,0.1522,19.6867,0.0352,*15.3069*,*2.5988*,0.3623,0.0228,76.3388,1.6391
640.0283,679.6943,27.4857512,-27.8187792,27.4857489,-27.8188015,16.805,3.5,2,187.9476,0.0229236,2.036,29.65,13.2537,1.0E-4,18560.0,176695,0275m277,5015,SER,27.48574877761106,-27.8187794532997,0.01670039,839.90796,1568.1433,2153.7815,2641.4297,1.3737918,1.2485092,1.1985016,1.2381035,1.294055,9517701.0,6.241044,3075844.0,-0.20751679,2.1160355E8,-0.2965732,2.6643683E8,15.189421,14.511536,14.166996,13.945402,14.118378,14.531201,12.30531,11.700524,0.67788506,0.34453964,0.5661335,0.22159386,27.485875,-27.8186667,230,3,01 49 56.61,-27 49 07.2,0.042866,,18.0001,17.1341,Simbad,0.5712056435772377,230,3,5015,27.48574877761106,-27.8187794532997,1.34129265268485,640.012,0.0017,680.0001,9.0E-4,24.6329,0.0065,15.1624,2.0E-4,0.9885,0.0006,0.4839,1.0E-4,-63.1734,0.0066,640.012,0.0017,680.0001,9.0E-4,24.1194,0.0046,14.471,1.0E-4,1.2273,0.0004,0.4839,1.0E-4,-63.1734,0.0066,640.012,0.0017,680.0001,9.0E-4,23.6294,0.0056,14.1681,2.0E-4,1.4551,0.0005,0.4839,1.0E-4,-63.1734,0.0066,640.012,0.0017,680.0001,9.0E-4,23.0990,0.0088,13.9075,3.0E-4,1.7017,0.0008,0.4839,1.0E-4,-63.1734,0.0066
570.2314,770.6032,27.4914251,-27.8120812,27.4914884,-27.8121828,14.867,3.5,2,57.26342,0.02301736,1.376,68.8,14.5419,3.0E-4,6526.0,176695,0275m277,5257,SER,27.4914190220405,-27.81209212365086,0.016820326,303.0888,545.7481,733.7999,885.0614,1.3717893,1.2390314,1.185571,1.1523154,1.2469515,1982172.2,5.3099303,867091.94,0.13243951,3.1694188E7,-0.14717263,3.256967E7,16.296076,15.657519,15.336056,15.132566,15.586008,15.901958,13.91207,11.872924,0.6385565,0.32146358,0.5249529,0.2034893,27.4910833,-27.8120833,230,4,01 49 57.86,-27 48 43.5,0.0,,18.9147,18.3172,Simbad,1.0694568957572672,230,4,5257,27.4914190220405,-27.81209212365086,1.34129265268485,570.5806,0.0027,771.8055,0.0039,18.8856,0.0112,16.3358,6.0E-4,0.6959,0.0010,0.6697,2.0E-4,-24.1295,0.0379,570.5806,0.0027,771.8055,0.0039,18.5508,0.0066,15.7151,4.0E-4,0.9306,0.0006,0.6697,2.0E-4,-24.1295,0.0379,570.5806,0.0027,771.8055,0.0039,18.2314,0.0098,15.4048,5.0E-4,1.1544,0.0009,0.6697,2.0E-4,-24.1295,0.0379,570.5806,0.0027,771.8055,0.0039,17.8856,0.0172,15.2263,8.0E-4,1.3967,0.0017,0.6697,2.0E-4,-24.1295,0.0379
466.0338,690.2248,27.5000688,-27.8180448,27.500066,-27.8180284,9.969,3.5,0,11.36598,0.02299396,1.245,-89.47,16.9489,0.0017,1070.0,176695,0275m277,5644,SER,27.50007935114963,-27.81807803003387,0.016837442,43.20784,60.769867,73.28308,79.24558,1.3741232,1.2511263,1.1973808,1.194737,1.2560782,87073.96,3.0604537,137959.08,0.13710256,2071497.8,0.02296209,904099.2,18.411093,18.04078,17.83749,17.752562,18.064203,18.296534,,12.782163,0.37031364,0.20328903,0.28821754,0.08492851,27.499875,-27.8181111,230,5,01 49 59.97,-27 49 05.2,0.088395,,19.9607,19.4494,Simbad,0.6614481947228242,230,5,5644,27.50007935114963,-27.81807803003387,1.34129265268485,465.8621,0.0089,689.5943,0.0111,11.6435,0.0351,18.3969,0.0028,0.8497,0.0050,0.7601,0.0011,4.7524,0.2785,465.8621,0.0089,689.5943,0.0111,11.181,0.0266,18.0581,0.0021,1.1518,0.0041,0.7601,0.0011,4.7524,0.2785,465.8621,0.0089,689.5943,0.0111,10.7397,0.0447,17.8961,0.0035,1.4400,0.0076,0.7601,0.0011,4.7524,0.2785,465.8621,0.0089,689.5943,0.0111,10.2620,0.0733,17.8554,0.0059,1.7520,0.0126,0.7601,0.0011,4.7524,0.2785
843.2491,658.9564,27.4690473,-27.8203135,27.4690268,-27.8203167,3.176,3.5,0,36.11851,0.02304074,1.055,-49.64,17.5598,0.0014,1837.0,176695,0275m277,4219,REX,27.46902204298467,-27.82031360324704,0.01650874,21.944717,26.342772,29.190453,38.42343,1.3800784,1.2583481,1.2120886,1.2675332,1.0,0.0,0.2582725,2062917.1,0.0,0.0,0.0,0.0,19.146675,18.948347,18.836899,18.53851,16.865437,16.261951,15.218002,,0.19832802,0.11144829,0.40983772,0.29838943,27.468875,-27.8204167,230,2,01 49 52.53,-27 49 13.5,0.0,,19.6399,19.4916,Simbad,0.5974392129088488,230,2,4219,27.46902204298467,-27.82031360324704,1.34129265268485,843.2892,0.0045,658.9886,0.004,*0.2763*,*0.0131*,19.0966,0.0084,8.7982,0.5551,0.5855,0.0064,34.3795,0.5298,843.2892,0.0045,658.9886,0.004,0.8527,0.0125,18.7148,0.0077,*10.2963*,*0.3762*,0.5855,0.0064,34.3795,0.5298,843.2892,0.0045,658.9886,0.004,1.4027,0.0202,18.4433,0.0092,*11.7257*,*0.3870*,0.5855,0.0064,34.3795,0.5298,843.2892,0.0045,658.9886,0.004,1.9980,0.0312,18.0677,0.012,*13.2730*,*0.5855*,0.5855,0.0064,34.3795,0.5298
902.9962,638.913,27.4642751,-27.8218431,27.4641108,-27.8217767,8.055,3.5,0,10.39752,0.02304074,1.184,-40.91,17.2211,0.0018,1045.0,176695,0275m277,3942,EXP,27.46342358877521,-27.82211553235923,0.016425818,2.7189376,1.9415921,1.8441373,1.2976575,1.3823347,1.2561421,1.2068172,1.2675332,1.0,0.0,0.8101445,22852.3,0.75513315,17231.775,-0.3814558,18533.754,21.414001,21.779606,21.835516,22.2171,,,18.600899,15.25013,-0.3656044,-0.05591011,-0.43749428,-0.38158417,27.4637083,-27.822,230,1,01 49 51.29,-27 49 19.2,0.088744,,19.9635,20.0312,Simbad,0.9973394388728344,230,1,3942,27.46342358877521,-27.82211553235923,1.34129265268485,902.0754,0.0093,637.4759,0.0067,8.8806,0.0234,18.8014,0.0025,0.6290,0.0057,0.5094,0.001,54.4273,0.1222,902.0754,0.0093,637.4759,0.0067,8.7772,0.0181,18.4465,0.0021,0.8673,0.0034,0.5094,0.001,54.4273,0.1222,902.0754,0.0093,637.4759,0.0067,8.6786,0.0295,18.2464,0.0032,1.0946,0.0067,0.5094,0.001,54.4273,0.1222,902.0754,0.0093,637.4759,0.0067,8.5719,0.0479,18.2007,0.0047,1.3407,0.0118,0.5094,0.001,54.4273,0.1222
564.575,490.8734,47.5590183,-35.0302499,47.5590561,-35.0302591,9.093,3.5,3,27.83933,0.02703959,1.2,87.71,16.1218,9.0E-4,2112.0,141098,0476m350,1777,SER,47.55903036149267,-35.03027873839472,0.02127651,91.135704,160.58833,215.626,254.61438,1.346538,1.2212694,1.2805095,1.0753556,1.467802,273950.53,3.4108777,1931445.4,0.086733855,9529767.0,-0.028381862,5056653.0,17.600779,16.985716,16.665747,16.485292,16.98383,17.380991,15.510228,14.796675,0.6150627,0.31996918,0.50042343,0.18045425,47.5594167,-35.0298889,51,3,03 10 14.26,-35 01 47.6,0.0,,20.2179,19.1848,Simbad,1.807377710209877,51,3,1777,47.55903036149267,-35.03027873839472,0.539473610727695,564.8054,0.003,490.7216,0.0034,10.3129,0.0116,17.8373,0.0011,0.8383,0.0020,0.8336,4.0E-4,-14.327,0.1408,564.8054,0.003,490.7216,0.0034,10.107,0.0065,17.2492,6.0E-4,1.0347,0.0011,0.8336,4.0E-4,-14.327,0.1408,564.8054,0.003,490.7216,0.0034,9.9104,0.0096,16.9524,8.0E-4,1.2221,0.0018,0.8336,4.0E-4,-14.327,0.1408,564.8054,0.003,490.7216,0.0034,9.6977,0.0172,16.8143,0.0016,1.4249,0.0031,0.8336,4.0E-4,-14.327,0.1408
744.7645,791.5311,47.5430129,-35.0084212,47.5430338,-35.0083826,14.745,3.5,0,61.59866,0.02703959,1.072,-23.14,14.8139,5.0E-4,4411.0,141098,0476m350,1216,REX,47.54303848651573,-35.00839954500856,0.02121576,212.17978,373.31647,478.41037,586.56323,1.3806306,1.2466152,1.3056732,1.0715256,1.0,0.0,3.6051912,1465450.5,0.0,0.0,0.0,0.0,16.68324,16.069807,15.800499,15.579213,15.828189,16.277498,14.354404,13.789,0.61343384,0.2693081,0.4905939,0.22128582,47.5429167,-35.0083056,51,2,03 10 10.30,-35 00 29.9,0.0,,19.0606,18.3702,Simbad,0.4932922799232008,51,2,1216,47.54303848651573,-35.00839954500856,0.539473610727695,744.7097,0.0017,791.2707,0.0016,16.6344,0.0103,16.5328,6.0E-4,1.0685,0.0011,0.931,2.0E-4,64.4449,0.1594,744.7097,0.0017,791.2707,0.0016,16.5831,0.0061,15.9053,3.0E-4,1.4907,0.0007,0.931,2.0E-4,64.4449,0.1594,744.7097,0.0017,791.2707,0.0016,16.5342,0.01,15.6439,5.0E-4,1.8935,0.0011,0.931,2.0E-4,64.4449,0.1594,744.7097,0.0017,791.2707,0.0016,16.4813,0.0177,15.4584,8.0E-4,2.3295,0.0020,0.931,2.0E-4,64.4449,0.1594
919.8467,815.5861,47.5273743,-35.0066043,47.5274767,-35.0066344,4.491,4.0,0,9.700079,0.02706706,1.135,-3.49,18.4175,0.0044,500.1,141098,0476m350,673,SER,47.52743081502302,-35.00661751239641,0.020973045,12.632396,14.337361,16.789158,16.210323,1.3806306,1.2466152,1.3056732,1.0715256,2.25,1622.4323,1.0065607,124777.22,-0.1662464,187974.69,-0.042741355,98543.16,19.746286,19.608828,19.437428,19.475521,19.875286,20.08366,19.929283,,0.1374588,0.17140007,0.1333065,-0.038093567,47.527,-35.007,51,1,03 10 06.48,-35 00 25.2,0.0,,20.2593,20.1742,Simbad,1.873441426290388,51,1,673,47.52743081502302,-35.00661751239641,0.539473610727695,920.3764,0.0058,815.7897,0.005,3.7358,0.0271,19.7087,0.0044,2.5242,0.0388,0.6912,0.003,-84.1167,0.405,920.3764,0.0058,815.7897,0.005,4.0957,0.0204,19.5214,0.0032,2.6317,0.0237,0.6912,0.003,-84.1167,0.405,920.3764,0.0058,815.7897,0.005,4.4391,0.0367,19.3108,0.005,2.7343,0.0365,0.6912,0.003,-84.1167,0.405,920.3764,0.0058,815.7897,0.005,4.8108,0.0610,19.2808,0.0085,2.8454,0.0633,0.6912,0.003,-84.1167,0.405
515.2521,651.5486,47.5634553,-35.018531,47.5634329,-35.0185639,8.627,3.5,0,17.05715,0.02709449,1.358,79.48,16.6349,0.0013,1411.0,141098,0476m350,1927,SER,47.56346908968972,-35.01856114450278,0.021541655,43.769463,73.8212,95.72727,109.34872,1.3559848,1.2133199,1.2878165,1.0827817,0.7357635,213797.56,2.5688224,379861.28,0.20132676,3443323.0,-0.09929212,2029551.5,18.397072,17.829548,17.547411,17.402966,17.726961,18.21407,16.182932,14.658928,0.56752396,0.28213692,0.42658234,0.14444542,47.5634167,-35.0186111,51,4,03 10 15.22,-35 01 07.0,0.0,,20.3004,20.3873,Simbad,0.2370654696703063,51,4,1927,47.56346908968972,-35.01856114450278,0.539473610727695,514.8458,0.0039,651.5823,0.0057,9.9494,0.0113,18.4005,0.0011,0.5473,0.0023,0.6308,4.0E-4,-12.7634,0.073,514.8458,0.0039,651.5823,0.0057,9.8403,0.0068,17.8257,7.0E-4,0.6847,0.0013,0.6308,4.0E-4,-12.7634,0.073,514.8458,0.0039,651.5823,0.0057,9.7361,0.0095,17.5506,9.0E-4,0.8159,0.0020,0.6308,4.0E-4,-12.7634,0.073,514.8458,0.0039,651.5823,0.0057,9.6234,0.0165,17.4103,0.0016,0.9579,0.0035,0.6308,4.0E-4,-12.7634,0.073
683.7632,752.2269,55.1359606,-48.6259396,55.1358767,-48.6258502,6.349,3.5,0,34.0465,0.02547511,1.14,57.84,16.38,9.0E-4,2456.0,82197,0550m487,8588,REX,55.13591683083962,-48.62590921258528,0.011558753,63.13262,86.06388,97.52333,104.68456,1.4095623,1.2406597,1.2126719,1.1245054,1.0,0.0,1.2855705,1977875.6,0.0,0.0,0.0,0.0,17.999365,17.662949,17.52723,17.450293,17.818495,18.271765,16.325787,16.01971,0.33641624,0.1357193,0.21265602,0.07693672,55.1357083,-48.6258889,59,3,03 40 32.57,-48 37 33.2,0.0,,19.8994,19.4277,Simbad,0.5015588381010342,59,3,8588,55.13591683083962,-48.62590921258528,0.777872150011182,683.3837,0.0021,751.3934,0.0022,5.2749,0.0085,17.9393,0.0012,1.5065,0.0041,0.9441,8.0E-4,27.4947,0.671,683.3837,0.0021,751.3934,0.0022,5.5392,0.006,17.5539,9.0E-4,1.5080,0.0025,0.9441,8.0E-4,27.4947,0.671,683.3837,0.0021,751.3934,0.0022,5.7913,0.0096,17.3913,0.0014,1.5095,0.0035,0.9441,8.0E-4,27.4947,0.671,683.3837,0.0021,751.3934,0.0022,6.0642,0.0160,17.2731,0.0021,1.5111,0.0060,0.9441,8.0E-4,27.4947,0.671
712.8647,701.5821,55.1326507,-48.6295759,55.1326657,-48.6295335,4.386,3.5,0,20.90722,0.02555282,1.262,19.75,17.4754,0.0016,1320.0,82197,0550m487,8476,SER,55.13265426951509,-48.62954589610883,0.011502105,28.383574,33.2056,35.847336,37.533463,1.3879961,1.2406597,1.2126719,1.1245054,0.5,73639.08,1.0262544,1091844.5,-0.021042053,891695.4,-0.20029318,1566524.6,18.867332,18.696972,18.613857,18.563953,19.090052,19.351248,18.000803,14.357141,0.17036057,0.083114624,0.1330185,0.04990387,55.1325,-48.6295,59,2,03 40 31.80,-48 37 46.2,0.0,,19.8076,19.7691,Simbad,0.4025312096802061,59,2,8476,55.13265426951509,-48.62954589610883,0.777872150011182,713.0417,0.0033,701.4487,0.003,4.0019,0.0065,18.9181,0.0012,0.2998,0.0048,0.6564,0.0011,-47.2039,0.1561,713.0417,0.0033,701.4487,0.003,3.9586,0.0037,18.7233,0.0011,0.3353,0.0024,0.6564,0.0011,-47.2039,0.1561,713.0417,0.0033,701.4487,0.003,3.9173,0.0052,18.6424,0.0018,0.3691,0.0037,0.6564,0.0011,-47.2039,0.1561,713.0417,0.0033,701.4487,0.003,3.8726,0.0092,18.5871,0.0026,0.4057,0.0070,0.6564,0.0011,-47.2039,0.1561
801.5356,535.0862,55.1231562,-48.6417218,55.1228771,-48.6416425,6.018,3.5,3,18.6344,0.02537113,1.216,37.34,17.1088,0.0015,1369.0,82197,0550m487,8165,PSF,55.12245913409185,-48.64203615489762,0.011243959,0.94558245,0.93763304,0.7602563,0.9318999,1.459387,1.3178328,1.285423,1.1401948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.560751,22.569918,22.7976,22.576576,19.689568,20.617712,16.161001,13.189478,-0.0091667175,-0.22768211,-0.006658554,0.22102356,55.1225833,-48.6423056,59,1,03 40 29.42,-48 38 32.3,0.0,,20.2824,19.4815,Simbad,1.0139727732469856,59,1,8165,55.12245913409185,-48.64203615489762,0.777872150011182,800.47,0.0061,534.4599,0.0055,6.2943,0.0286,19.0857,0.0037,1.3703,0.0115,0.764,0.0018,-77.3965,0.3251,800.47,0.0061,534.4599,0.0055,5.9702,0.0186,18.3022,0.0023,1.3074,0.0067,0.764,0.0018,-77.3965,0.3251,800.47,0.0061,534.4599,0.0055,5.661,0.0182,18.0863,0.0028,1.2474,0.0067,0.764,0.0018,-77.3965,0.3251,800.47,0.0061,534.4599,0.0055,5.3262,0.0282,17.8156,0.0043,1.1824,0.0116,0.764,0.0018,-77.3965,0.3251
545.8018,773.0991,55.1510477,-48.6242764,55.1510694,-48.624342,14.567,3.5,0,49.36098,0.02542317,1.095,39.58,14.7914,4.0E-4,4965.0,83150,0550m485,7533,REX,55.15103067821671,-48.62424917136797,0.011718989,269.88083,417.2757,512.4296,596.34595,1.4085456,1.2616656,1.2092505,1.1264101,1.0,0.0,3.8315456,1372010.8,0.0,0.0,0.0,0.0,16.42207,15.948942,15.725914,15.561255,15.906247,16.312056,13.958205,13.123792,0.47312737,0.22302818,0.38768768,0.1646595,55.151,-48.6245,59,4,03 40 36.24,-48 37 28.2,0.0,,18.0358,17.7545,Simbad,0.9059291316776528,59,4,7533,55.15103067821671,-48.62424917136797,0.777872150011182,545.7068,0.0026,773.3461,0.0023,15.6775,0.0070,16.3512,4.0E-4,0.6246,0.0007,0.8972,2.0E-4,-51.4056,0.1255,545.7068,0.0026,773.3461,0.0023,15.4344,0.0062,15.9169,4.0E-4,0.9331,0.0005,0.8972,2.0E-4,-51.4056,0.1255,545.7068,0.0026,773.3461,0.0023,15.2026,0.0103,15.7328,6.0E-4,1.2275,0.0010,0.8972,2.0E-4,-51.4056,0.1255,545.7068,0.0026,773.3461,0.0023,14.9515,0.0164,15.6249,9.0E-4,1.5462,0.0017,0.8972,2.0E-4,-51.4056,0.1255
535.4581,616.4056,66.7579226,-49.1245749,66.7578717,-49.1246182,11.959,3.5,2,229.0126,0.02713061,1.196,-89.13,14.0163,3.0E-4,10910.0,81279,0666m490,10060,DUP,66.75788923904496,-49.1245573541696,0.019797854,0.0,0.0,0.0,0.0,1.3465796,1.3330152,1.1572496,1.1130242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,66.7572917,-49.1238333,235,4,04 27 01.75,-49 07 25.8,0.0,,18.7048,18.807,Simbad,2.9624492288664186,235,4,10060,66.75788923904496,-49.1245573541696,2.02398643307026,535.3642,0.0012,617.0502,0.0014,27.9646,0.0763,15.7576,0.0014,4.9840,0.0093,0.6724,3.0E-4,10.1145,0.0391,535.3642,0.0012,617.0502,0.0014,25.67,0.0493,14.9044,0.001,4.9660,0.0060,0.6724,3.0E-4,10.1145,0.0391,535.3642,0.0012,617.0502,0.0014,23.4808,0.044,14.5621,0.001,4.9489,0.0058,0.6724,3.0E-4,10.1145,0.0391,535.3642,0.0012,617.0502,0.0014,21.1109,0.0664,14.3546,0.0016,4.9304,0.0090,0.6724,3.0E-4,10.1145,0.0391
407.4114,748.8563,66.7721603,-49.1149709,66.7721146,-49.1149813,12.041,3.5,2,242.8615,0.02715812,2.266,-25.45,13.5956,2.0E-4,15740.0,81279,0666m490,8148,SER,66.77262982968402,-49.11473712347369,0.019724023,513.7137,972.5458,1294.2363,1543.8142,1.32893,1.3389413,1.1431184,1.1153045,0.9369088,6193375.0,5.142897,9521085.0,-0.27979824,1.2276644E8,0.21880153,1.20366144E8,15.723197,15.030225,14.719966,14.528512,14.943882,15.4426,13.423775,,0.6929722,0.31025887,0.5017128,0.19145393,66.7724167,-49.1146389,235,5,04 27 05.38,-49 06 52.7,0.05828,,17.6725,17.0204,Simbad,0.6142094782533873,235,5,8148,66.77262982968402,-49.11473712347369,2.02398643307026,407.1009,0.0016,749.3087,8.0E-4,14.3452,0.0090,15.5292,4.0E-4,2.0113,0.0016,0.4784,1.0E-4,77.0194,0.013,407.1009,0.0016,749.3087,8.0E-4,14.4472,0.0055,14.872,3.0E-4,1.9173,0.0009,0.4784,1.0E-4,77.0194,0.013,407.1009,0.0016,749.3087,8.0E-4,14.5445,0.0066,14.678,4.0E-4,1.8276,0.0009,0.4784,1.0E-4,77.0194,0.013,407.1009,0.0016,749.3087,8.0E-4,14.6498,0.0112,14.4511,5.0E-4,1.7305,0.0015,0.4784,1.0E-4,77.0194,0.013
915.3221,732.6142,66.7158972,-49.1161147,66.715639,-49.1161426,10.917,3.5,2,30.66238,0.02710309,1.355,-79.35,15.4744,7.0E-4,3150.0,81279,0666m490,6575,REX,66.71578600950266,-49.11614529629508,0.02021754,147.3691,208.92911,250.81734,259.7341,1.3261907,1.3363465,1.1395792,1.1149026,1.0,0.0,2.6555638,1208268.8,0.0,0.0,0.0,0.0,17.078983,16.700003,16.501606,16.463678,16.765846,17.158281,14.911572,13.767239,0.37898064,0.19839668,0.23632431,0.037927628,66.7155833,-49.1161944,235,1,04 26 51.74,-49 06 58.3,0.0,,18.5235,18.163,Simbad,0.5093061695066153,235,1,6575,66.71578600950266,-49.11614529629508,2.02398643307026,913.7438,0.0042,732.6036,0.0045,11.1825,0.0154,16.9969,0.0012,1.0916,0.0024,0.9483,7.0E-4,5.4165,0.5946,913.7438,0.0042,732.6036,0.0045,11.0889,0.0101,16.6266,8.0E-4,1.2310,0.0015,0.9483,7.0E-4,5.4165,0.5946,913.7438,0.0042,732.6036,0.0045,10.9997,0.0168,16.476,0.0014,1.3639,0.0026,0.9483,7.0E-4,5.4165,0.5946,913.7438,0.0042,732.6036,0.0045,10.9030,0.0286,16.3962,0.0022,1.5078,0.0045,0.9483,7.0E-4,5.4165,0.5946
