X_IMAGE,Y_IMAGE,ALPHAPEAK_J2000,DELTAPEAK_J2000,ALPHA_SKY,DELTA_SKY,FLUX_RADIUS,KRON_RADIUS,FLAGS,FLUX_APER,FLUXERR_APER,ELONGATION,THETA_IMAGE,MAG_AUTO,MAGERR_AUTO,SNR_WIN,brickid,brickname,objid,type,ra_1,dec_1,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g_1,mag_r_1,mag_i_1,mag_z_1,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,Group_1,Gal_1,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation,Group_2,Gal_2,ID,ra_2,dec_2,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g_2,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r_2,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i_2,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z_2,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z
802.1036,713.0295,66.7283489,-49.11765,66.7282262,-49.117575,10.561,3.5,0,8.448759,0.02702033,1.584,27.28,17.275,0.0028,633.5,81279,0666m490,6922,SER,66.72834628857257,-49.1176649251292,0.02005361,44.72741,58.99403,66.01034,69.27231,1.3261907,1.3363465,1.1395792,1.1149026,3.0436401,15404.387,5.23879,15299.074,-0.16168307,672007.8,0.016467517,298044.28,18.373566,18.072979,17.95097,17.898602,,,,,0.3005867,0.12200928,0.17437744,0.052368164,66.7280833,-49.1176667,235,2,04 26 54.74,-49 07 03.6,0.0,,19.9712,19.6633,Simbad,0.6196939373096197,235,2,6922,66.72834628857257,-49.1176649251292,2.02398643307026,801.1436,0.0159,711.9071,0.0123,13.1281,0.1183,18.6296,0.0068,1.8116,0.0191,0.6933,0.0023,-86.744,0.3818,801.1436,0.0159,711.9071,0.0123,12.6818,0.0703,18.3611,0.0045,1.8495,0.0112,0.6933,0.0023,-86.744,0.3818,801.1436,0.0159,711.9071,0.0123,12.256,0.1173,18.2549,0.008,1.8857,0.0195,0.6933,0.0023,-86.744,0.3818,801.1436,0.0159,711.9071,0.0123,11.7950,0.2062,18.2401,0.0139,1.9249,0.0345,0.6933,0.0023,-86.744,0.3818
773.4702,611.0958,66.7314541,-49.1250748,66.7314019,-49.124995,10.26,3.5,0,68.69378,0.02704794,1.236,-49.27,15.4618,6.0E-4,3489.0,80334,0665m492,10927,SER,66.73140597687143,-49.12506145178234,0.020014493,228.24928,316.00607,363.7375,401.984,1.3317205,1.3388722,1.1374329,1.1144613,5.042731,88435.15,6.4692926,432469.25,-0.1402565,6295912.0,-0.15379098,6714699.5,16.603977,16.250761,16.09803,15.989478,16.49382,16.894287,15.411119,13.404518,0.35321617,0.15273094,0.26128292,0.10855198,66.7312917,-49.1246944,235,3,04 26 55.51,-49 07 28.9,0.0,,18.8249,18.3212,Simbad,1.348533717925644,235,3,10927,66.73140597687143,-49.12506145178234,2.02398643307026,773.5778,0.003,610.4314,0.0024,12.5010,0.0365,16.9046,0.0018,2.8752,0.0080,0.6733,7.0E-4,-66.2703,0.0913,773.5778,0.003,610.4314,0.0024,13.4963,0.0251,16.5174,0.0012,3.0509,0.0051,0.6733,7.0E-4,-66.2703,0.0913,773.5778,0.003,610.4314,0.0024,14.4459,0.045,16.3009,0.0019,3.2187,0.0075,0.6733,7.0E-4,-66.2703,0.0913,773.5778,0.003,610.4314,0.0024,15.4738,0.0763,16.1456,0.0029,3.4002,0.0128,0.6733,7.0E-4,-66.2703,0.0913
622.816,500.7607,54.5450916,-47.4111648,54.5451114,-47.4111822,11.092,3.5,2,21.8694,0.0251791,1.275,38.05,16.0871,0.0011,1905.0,87009,0544m475,8686,SER,54.54555348227841,-47.41201930354791,0.011218387,1.4255263,1.3110534,1.0507045,0.11910851,1.4098734,1.3618282,1.155096,1.1008481,0.5,145.65414,2.3031752,353.58447,0.5851116,2842.922,0.030058727,1813.7762,22.115063,22.20595,22.446299,24.810143,,,,,-0.09088707,-0.24034882,-2.6041927,-2.363844,54.5455,-47.4116944,58,3,03 38 10.92,-47 24 42.1,0.0,,20.2691,19.7303,Simbad,1.176887454989637,58,3,8686,54.54555348227841,-47.41201930354791,0.514797866886711,623.1254,0.0031,500.9246,0.0028,12.7928,0.0196,17.893,0.0014,1.1330,0.0027,0.8218,5.0E-4,-48.3031,0.1448,623.1254,0.0031,500.9246,0.0028,12.5481,0.012,17.2358,8.0E-4,1.2838,0.0016,0.8218,5.0E-4,-48.3031,0.1448,623.1254,0.0031,500.9246,0.0028,12.3146,0.0154,16.917,0.001,1.4277,0.0021,0.8218,5.0E-4,-48.3031,0.1448,623.1254,0.0031,500.9246,0.0028,12.0618,0.0262,16.7671,0.0017,1.5834,0.0037,0.8218,5.0E-4,-48.3031,0.1448
582.5821,852.5403,54.5492993,-47.3856209,54.5494517,-47.3855816,10.74,3.5,2,20.24058,0.02520467,2.048,-2.45,15.9974,9.0E-4,2076.0,87009,0544m475,8794,SER,54.54934174827138,-47.38559464123681,0.010906948,85.34626,132.57211,164.51413,180.46375,1.4031245,1.3618908,1.155096,1.1010625,0.9669872,340624.4,3.4932282,325458.1,-0.21842794,6171258.0,0.12070631,4215817.5,17.672039,17.193869,16.959492,16.859026,17.243143,17.742384,15.785693,14.590857,0.4781704,0.2343769,0.33484268,0.10046577,54.5492917,-47.3856111,58,4,03 38 11.83,-47 23 08.2,0.0,,18.9769,18.628,Simbad,0.1356169965668032,58,4,8794,54.54934174827138,-47.38559464123681,0.514797866886711,583.7546,0.0044,852.2288,0.003,13.6483,0.0125,17.641,9.0E-4,0.8404,0.0016,0.6272,3.0E-4,75.3871,0.0503,583.7546,0.0044,852.2288,0.003,12.9498,0.0078,17.2002,6.0E-4,0.9488,0.0010,0.6272,3.0E-4,75.3871,0.0503,583.7546,0.0044,852.2288,0.003,12.2834,0.0103,17.033,8.0E-4,1.0522,0.0014,0.6272,3.0E-4,75.3871,0.0503,583.7546,0.0044,852.2288,0.003,11.5620,0.0174,16.9394,0.0013,1.1642,0.0025,0.6272,3.0E-4,75.3871,0.0503
707.6807,823.5868,54.5358613,-47.3876546,54.5360031,-47.3876847,6.568,3.71,0,10.83024,0.0251791,1.438,21.08,17.5265,0.0023,862.8,87009,0544m475,8390,REX,54.53527578198323,-47.3867555551081,0.011228248,0.90492284,1.222483,1.822157,1.408362,1.4031245,1.3618908,1.155096,1.1010625,1.0,0.0,2.3311658,153.42056,0.0,0.0,0.0,0.0,22.60847,22.281893,21.848536,22.128214,,,,13.905605,0.32657814,0.43335724,0.1536789,-0.27967834,54.5352917,-47.3871944,58,2,03 38 08.47,-47 23 13.9,0.0,,19.8911,19.4686,Simbad,1.5803179395689086,58,2,8390,54.53527578198323,-47.3867555551081,0.514797866886711,708.5748,0.0067,824.0987,0.0041,6.9458,0.0116,19.0061,0.0015,0.6513,0.0042,0.52,7.0E-4,-78.2427,0.0877,708.5748,0.0067,824.0987,0.0041,7.0305,0.0084,18.7465,0.0013,0.7126,0.0023,0.52,7.0E-4,-78.2427,0.0877,708.5748,0.0067,824.0987,0.0041,7.1114,0.013,18.6302,0.002,0.7711,0.0038,0.52,7.0E-4,-78.2427,0.0877,708.5748,0.0067,824.0987,0.0041,7.1989,0.0212,18.5713,0.003,0.8344,0.0068,0.52,7.0E-4,-78.2427,0.0877
833.8829,572.5403,54.5222979,-47.4059889,54.5224181,-47.4059497,9.983,3.5,0,53.99585,0.0250251,1.441,-25.0,15.3843,5.0E-4,4071.0,87009,0544m475,8010,SER,54.52236933614189,-47.4059597702231,0.011669433,107.79781,227.44832,315.24808,397.2362,1.3968096,1.3364122,1.155096,1.1645278,1.4172784,409204.7,3.4061368,2737207.0,-0.22417846,8596473.0,0.24465445,2.0370722E7,17.418476,16.607794,16.253368,16.002378,16.073336,16.484526,14.881485,12.7173,0.8106823,0.35442543,0.60541534,0.2509899,54.5225833,-47.4058889,58,1,03 38 05.42,-47 24 21.2,0.0,,20.2363,19.9946,Simbad,0.5804013925753333,58,1,8010,54.52236933614189,-47.4059597702231,0.514797866886711,834.3067,0.0023,572.3656,0.0014,13.4267,0.0103,17.39,7.0E-4,0.8739,0.0015,0.5037,2.0E-4,66.1839,0.0221,834.3067,0.0023,572.3656,0.0014,13.0749,0.0064,16.5885,4.0E-4,1.1655,0.0010,0.5037,2.0E-4,66.1839,0.0221,834.3067,0.0023,572.3656,0.0014,12.7393,0.008,16.242,5.0E-4,1.4438,0.0013,0.5037,2.0E-4,66.1839,0.0221,834.3067,0.0023,572.3656,0.0014,12.3760,0.0135,16.0172,8.0E-4,1.7450,0.0022,0.5037,2.0E-4,66.1839,0.0221
759.9216,827.7186,55.6109013,-41.1444623,55.6111986,-41.1447013,24.27,3.5,2,71.16744,0.02789875,1.315,62.74,13.2573,2.0E-4,10510.0,112777,0555m412,7925,SER,55.61118847941587,-41.14467798349656,0.016196558,1141.3983,1803.2839,2210.75,2378.8057,1.3619049,1.2586563,1.055371,1.2670853,1.4628271,6661637.0,8.755139,918819.06,0.018858826,8.5752016E7,-0.22398694,1.516741E8,14.856407,14.359839,14.138651,14.059103,14.68868,15.192921,13.549897,13.22913,0.49656773,0.22118855,0.30073643,0.07954788,55.6112917,-41.1446111,60,2,03 42 26.71,-41 08 40.6,0.004923,,17.0741,16.6998,Simbad,0.3691608350963796,60,2,7925,55.61118847941587,-41.14467798349656,1.24568927645279,760.3291,0.002,828.5241,0.0018,32.1839,0.0101,14.8189,2.0E-4,1.5339,0.0006,0.6008,1.0E-4,-45.3571,0.0127,760.3291,0.002,828.5241,0.0018,33.4988,0.0061,14.3538,2.0E-4,1.4585,0.0004,0.6008,1.0E-4,-45.3571,0.0127,760.3291,0.002,828.5241,0.0018,34.7535,0.0095,14.161,3.0E-4,1.3866,0.0005,0.6008,1.0E-4,-45.3571,0.0127,760.3291,0.002,828.5241,0.0018,36.1116,0.0167,13.969,4.0E-4,1.3088,0.0008,0.6008,1.0E-4,-45.3571,0.0127
543.1097,762.0372,55.6324493,-41.1495672,55.6321488,-41.1494916,14.615,3.5,0,9.871937,0.02784188,3.683,13.44,16.3594,0.0014,1031.0,112777,0555m412,8577,SER,55.63225419210978,-41.14952251705099,0.01602056,64.05925,96.30719,116.96004,123.8108,1.3619049,1.2586563,1.0796129,1.2639811,0.5,428926.34,6.0206914,322550.6,-0.58624333,1.1220362E7,-0.3083774,7743582.5,17.983545,17.540854,17.329906,17.268105,17.81973,18.346998,17.578796,,0.4426918,0.21094704,0.27274895,0.06180191,55.6315,-41.1493889,60,4,03 42 31.56,-41 08 57.8,0.0,,20.0069,19.6158,Simbad,2.1002777516781324,60,4,8577,55.63225419210978,-41.14952251705099,1.24568927645279,543.0742,0.0173,761.8788,0.0043,23.3625,0.0222,17.9806,0.0011,0.3164,0.0018,0.1944,2.0E-4,-76.1898,0.016,543.0742,0.0173,761.8788,0.0043,23.3892,0.0177,17.5553,9.0E-4,0.4288,0.0012,0.1944,2.0E-4,-76.1898,0.016,543.0742,0.0173,761.8788,0.0043,23.4147,0.029,17.3797,0.0016,0.5360,0.0022,0.1944,2.0E-4,-76.1898,0.016,543.0742,0.0173,761.8788,0.0043,23.4423,0.0468,17.2579,0.0024,0.6520,0.0039,0.1944,2.0E-4,-76.1898,0.016
760.8069,679.577,55.6111801,-41.1554519,55.6111021,-41.1554827,8.092,3.87,2,11.02361,0.02792715,1.081,-9.14,17.2899,0.0026,795.5,112777,0555m412,7924,REX,55.61115773427836,-41.1554598853192,0.016171342,32.43085,43.751408,48.46455,52.455135,1.389776,1.2586563,1.0796129,1.2639811,1.0,0.0,1.9769858,239716.05,0.0,0.0,0.0,0.0,18.722605,18.39752,18.28644,18.20053,19.205925,19.426176,16.352234,11.847135,0.3250847,0.11108017,0.19699097,0.0859108,55.6107917,-41.1556944,60,1,03 42 26.59,-41 09 20.5,0.0,,20.0337,19.9131,Simbad,1.3027353258599532,60,1,7924,55.61115773427836,-41.1554598853192,1.24568927645279,760.2397,0.0068,679.8438,0.007,8.0505,0.0244,18.7233,0.0024,0.8975,0.0061,0.8678,0.0014,22.9769,0.5687,760.2397,0.0068,679.8438,0.007,13.9151,0.0973,17.9718,0.0044,2.3278,0.0133,0.8678,0.0014,22.9769,0.5687,760.2397,0.0068,679.8438,0.007,19.5108,0.1888,17.6916,0.0053,3.6925,0.0249,0.8678,0.0014,22.9769,0.5687,760.2397,0.0068,679.8438,0.007,25.5681,0.2889,17.5317,0.0056,5.1699,0.0380,0.8678,0.0014,22.9769,0.5687
673.5217,481.5289,55.6194801,-41.1698664,55.6195263,-41.1699007,2.54,3.5,0,68.45457,0.02778488,1.02,24.53,17.1393,0.001,2842.0,112777,0555m412,8183,PSF,55.61951174555693,-41.16989996658953,0.015968593,44.052433,52.704987,49.092915,47.83614,1.3826966,1.2771543,1.0934019,1.2449532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.390076,18.195372,18.272453,18.30061,17.342054,16.692055,15.92209,14.376433,0.19470406,-0.07708168,-0.10523796,-0.02815628,55.6192917,-41.17,60,3,03 42 28.63,-41 10 12.0,0.0,,19.9046,18.1355,Simbad,0.6966144853846179,60,3,8183,55.61951174555693,-41.16989996658953,1.24568927645279,673.6011,0.0027,481.5375,0.0028,*0.1074*,*0.0067*,18.304,0.0079,*10.1327*,*0.3494*,0.6068,0.0034,-60.3145,0.3281,673.6011,0.0027,481.5375,0.0028,0.9155,0.0074,17.8846,0.0016,*13.4338*,*0.1967*,0.6068,0.0034,-60.3145,0.3281,673.6011,0.0027,481.5375,0.0028,1.6865,0.0185,17.6923,0.0073,*16.5835*,*0.3283*,0.6068,0.0034,-60.3145,0.3281,673.6011,0.0027,481.5375,0.0028,2.5211,0.0311,17.5659,0.0096,*19.9930*,*0.5884*,0.6068,0.0034,-60.3145,0.3281
786.9307,465.0836,29.6593072,-33.7736007,29.6594008,-33.7735946,8.812,3.5,0,31.46833,0.02649243,1.106,-54.08,16.2559,0.001,1993.0,146988,0295m337,10434,SER,29.6593525435057,-33.77359425372538,0.01881649,50.859344,111.07315,154.46835,192.9597,1.4328873,1.3490169,1.0953088,1.1246251,1.75188,90010.54,2.7244895,373627.12,0.06794224,3188229.2,0.10490681,4308564.5,18.234074,17.385977,17.0279,16.786333,16.942366,17.176037,15.381022,13.768613,0.84809685,0.3580761,0.5996437,0.24156761,29.6595,-33.7735,39,1,01 58 38.28,-33 46 24.6,0.157394,,20.2724,20.2398,Simbad,0.5566354327227331,39,1,10434,29.6593525435057,-33.77359425372538,0.649151824885837,787.4148,0.0026,464.8951,0.0031,9.9630,0.0148,18.2177,0.0015,0.8404,0.0029,0.7871,7.0E-4,26.5189,0.1394,787.4148,0.0026,464.8951,0.0031,9.7964,0.01,17.3866,9.0E-4,1.4029,0.0022,0.7871,7.0E-4,26.5189,0.1394,787.4148,0.0026,464.8951,0.0031,9.6375,0.0167,17.0436,0.0013,1.9397,0.0040,0.7871,7.0E-4,26.5189,0.1394,787.4148,0.0026,464.8951,0.0031,9.4655,0.0281,16.839,0.002,2.5207,0.0066,0.7871,7.0E-4,26.5189,0.1394
759.9559,880.3979,29.6616787,-33.7433256,29.6617701,-33.7433694,7.391,3.5,2,103.2124,0.0266278,1.327,17.84,14.8866,3.0E-4,8084.0,146988,0295m337,10524,SER,29.66166257692671,-33.74332914844585,0.019050054,225.92346,360.38397,440.3897,513.95087,1.3965842,1.3163322,1.0953088,1.1246251,1.089455,1247601.0,2.0728827,1.3296956E7,-0.15310666,3.7907772E7,-0.10184162,3.3355482E7,16.615097,16.108086,15.890408,15.722696,16.064335,16.489052,14.255844,13.043851,0.5070114,0.21767807,0.38538933,0.16771126,29.6615833,-33.7433889,39,2,01 58 38.78,-33 44 36.2,0.0,,18.8622,18.2111,Simbad,0.3202965767505477,39,2,10524,29.66166257692671,-33.74332914844585,0.649151824885837,760.3503,0.0013,880.6953,9.0E-4,8.0183,0.0027,16.5751,3.0E-4,0.8596,0.0009,0.6796,1.0E-4,-72.3657,0.0254,760.3503,0.0013,880.6953,9.0E-4,7.7929,0.0018,16.0864,2.0E-4,0.9298,0.0006,0.6796,1.0E-4,-72.3657,0.0254,760.3503,0.0013,880.6953,9.0E-4,7.5778,0.0022,15.9041,3.0E-4,0.9969,0.0008,0.6796,1.0E-4,-72.3657,0.0254,760.3503,0.0013,880.6953,9.0E-4,7.3450,0.0036,15.7632,4.0E-4,1.0694,0.0013,0.6796,1.0E-4,-72.3657,0.0254
718.6672,708.7247,29.665177,-33.7555528,29.6653812,-33.755864,10.935,3.5,0,15.28095,0.02649243,2.088,48.7,16.2177,0.0011,1634.0,146988,0295m337,10652,SER,29.6653533612545,-33.7557267984171,0.019086022,81.44744,101.36447,118.32168,114.77605,1.3953122,1.3398558,1.1114928,1.1149844,0.6789088,376570.94,3.896482,249973.03,-0.03363489,6563153.5,-0.6156629,1.0661746E7,17.722807,17.485285,17.317339,17.350372,18.020958,18.527159,17.171888,14.712886,0.23752213,0.16794586,0.13491249,-0.03303337,29.665,-33.7556111,39,3,01 58 39.60,-33 45 20.2,0.0,,18.8419,18.7809,Simbad,1.1367026264717894,39,3,10652,29.6653533612545,-33.7557267984171,0.649151824885837,719.3446,0.0049,710.8913,0.0046,14.6342,0.0105,17.721,7.0E-4,0.5795,0.0017,0.2277,2.0E-4,-46.5804,0.0142,719.3446,0.0049,710.8913,0.0046,14.7095,0.008,17.4986,7.0E-4,0.6601,0.0010,0.2277,2.0E-4,-46.5804,0.0142,719.3446,0.0049,710.8913,0.0046,14.7814,0.0131,17.4124,0.001,0.7370,0.0017,0.2277,2.0E-4,-46.5804,0.0142,719.3446,0.0049,710.8913,0.0046,14.8592,0.0213,17.3466,0.0015,0.8203,0.0031,0.2277,2.0E-4,-46.5804,0.0142
476.4195,688.3452,29.6866231,-33.7573007,29.6865864,-33.7573484,5.428,3.5,0,54.89811,0.02665479,1.4,-66.02,16.2917,7.0E-4,3048.0,146988,0295m337,11421,SER,29.68659056847958,-33.75728046432995,0.019105537,71.93055,103.96526,118.57029,133.24461,1.4293345,1.3694183,1.1285005,1.1247135,1.7975858,56164.875,1.4618757,1219054.5,0.23437656,4002603.0,0.2382116,4029637.8,17.857716,17.457779,17.31506,17.188375,17.49315,17.86921,15.825962,13.559594,0.39993668,0.14271927,0.26940346,0.12668419,29.6864167,-33.7571111,39,4,01 58 44.74,-33 45 25.6,0.062604,,19.7446,19.2853,Simbad,0.801598024957953,39,4,11421,29.68659056847958,-33.75728046432995,0.649151824885837,476.4481,0.0011,689.1457,0.0017,5.3664,0.0052,17.8526,7.0E-4,1.4028,0.0034,0.4971,4.0E-4,22.3795,0.0381,476.4481,0.0011,689.1457,0.0017,5.4623,0.0036,17.4385,5.0E-4,1.6308,0.0023,0.4971,4.0E-4,22.3795,0.0381,476.4481,0.0011,689.1457,0.0017,5.5537,0.0057,17.2848,8.0E-4,1.8484,0.0034,0.4971,4.0E-4,22.3795,0.0381,476.4481,0.0011,689.1457,0.0017,5.6527,0.0095,17.1332,0.0012,2.0839,0.0056,0.4971,4.0E-4,22.3795,0.0381
652.0429,417.7383,53.4436255,-30.3345932,53.4436218,-30.3345394,14.694,3.5,0,36.29177,0.01700671,1.736,44.27,15.2295,4.0E-4,4705.0,164182,0533m302,10501,SER,53.44363247558491,-30.33458516543448,0.014927684,155.51395,292.3136,403.61145,497.08762,1.3090708,1.2117945,1.1699176,1.2132684,1.5238527,500472.2,5.271472,172458.53,-0.09941544,6168862.0,-0.2924813,1.0631971E7,17.020576,16.335377,15.985091,15.758918,15.923354,16.35686,14.64345,14.136445,0.68519974,0.35028553,0.57645893,0.2261734,53.4432917,-30.3338889,56,3,03 33 46.39,-30 20 02.0,0.1064,,19.3753,18.7572,Simbad,2.721021163451484,56,3,10501,53.44363247558491,-30.33458516543448,0.556192157674747,651.9734,0.0034,417.1922,0.0025,21.3170,0.0258,16.9622,0.001,1.1995,0.0020,0.5307,2.0E-4,-53.8162,0.0297,651.9734,0.0034,417.1922,0.0025,20.1592,0.0167,16.3106,6.0E-4,1.4842,0.0013,0.5307,2.0E-4,-53.8162,0.0297,651.9734,0.0034,417.1922,0.0025,19.0545,0.0273,15.9901,0.001,1.7559,0.0024,0.5307,2.0E-4,-53.8162,0.0297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713.2719,857.4672,53.4384795,-30.3026441,53.4384566,-30.3025373,6.926,3.5,0,16.1391,0.01693744,1.417,-58.75,17.0676,0.0011,1843.0,164182,0533m302,10337,SER,53.43844343605756,-30.3025939673689,0.01512724,33.128834,51.759212,65.84274,72.05579,1.3456476,1.2059089,1.1643689,1.241273,1.066766,80467.48,1.9312133,370837.44,0.087938644,1323916.8,0.16002104,1986233.9,18.699484,18.21503,17.95373,17.855827,18.264282,18.558987,17.475004,,0.4844532,0.26130104,0.35920334,0.0979023,53.4385833,-30.3025,56,2,03 33 45.26,-30 18 09.0,0.1061,,20.3328,20.2223,Simbad,0.5508303587215934,56,2,10337,53.43844343605756,-30.3025939673689,0.556192157674747,713.4595,0.003,856.7115,0.004,7.5607,0.0129,18.6755,0.0015,0.9351,0.0040,0.6823,8.0E-4,30.3664,0.1124,713.4595,0.003,856.7115,0.004,7.4569,0.0089,18.1885,0.001,1.0463,0.0027,0.6823,8.0E-4,30.3664,0.1124,713.4595,0.003,856.7115,0.004,7.3578,0.0152,17.9341,0.0017,1.1523,0.0047,0.6823,8.0E-4,30.3664,0.1124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630.8187,811.3528,53.4453921,-30.3059185,53.4454074,-30.3058929,6.196,3.5,2,60.993,0.01702399,1.344,18.54,16.2003,6.0E-4,4462.0,164182,0533m302,10561,SER,53.44537476493722,-30.30588441877911,0.01508493,56.49489,117.13751,176.40283,207.84972,1.3469751,1.2350729,1.1804036,1.2031342,4.202573,20190.404,1.7752483,569832.3,0.14581116,3102963.8,0.024221394,1879441.4,18.119978,17.32826,16.883736,16.705626,15.912089,15.647626,14.68996,12.769016,0.7917175,0.44452477,0.6226349,0.17811012,53.4454167,-30.3058056,56,4,03 33 46.90,-30 18 20.9,0.0,,20.1442,19.4364,Simbad,0.3122500972354524,56,4,10561,53.44537476493722,-30.30588441877911,0.556192157674747,631.2318,0.0015,811.469,0.0016,6.4792,0.0275,18.0827,0.0024,3.8080,0.0194,0.7543,8.0E-4,4.7571,0.1229,631.2318,0.0015,811.469,0.0016,6.5357,0.0148,17.2794,0.0012,3.9744,0.0097,0.7543,8.0E-4,4.7571,0.1229,631.2318,0.0015,811.469,0.0016,6.5896,0.0233,16.8342,0.0019,4.1331,0.0152,0.7543,8.0E-4,4.7571,0.1229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749.7407,651.0658,53.4353612,-30.3175637,53.4353831,-30.3175589,7.503,3.5,0,87.64507,0.01698942,1.769,59.69,15.2941,2.0E-4,8614.0,164182,0533m302,10222,SER,53.43533681994836,-30.31760628997305,0.015213116,128.04419,260.34515,395.70584,483.4198,1.3381984,1.1752974,1.1257668,1.1689986,1.5323101,425924.0,2.4861465,1805385.5,0.16182746,1.445285E7,-0.2992442,1.6000795E7,17.2316,16.461126,16.006569,15.789189,15.042479,14.994829,13.067019,12.020145,0.7704735,0.45455742,0.671937,0.21737957,53.4352083,-30.3173889,56,1,03 33 44.45,-30 19 02.6,0.130297,,20.2098,19.575,Simbad,0.8786280302814236,56,1,10222,53.43533681994836,-30.31760628997305,0.556192157674747,750.1791,9.0E-4,650.8336,0.0016,10.5565,0.0072,17.1767,5.0E-4,0.9380,0.0017,0.4811,1.0E-4,-31.4559,0.0188,750.1791,9.0E-4,650.8336,0.0016,9.7433,0.0045,16.4299,3.0E-4,1.3097,0.0011,0.4811,1.0E-4,-31.4559,0.0188,750.1791,9.0E-4,650.8336,0.0016,8.9675,0.0068,16.0058,4.0E-4,1.6643,0.0020,0.4811,1.0E-4,-31.4559,0.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
