Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,type_2,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation
39,1,10434,29.6593525435057,-33.77359425372538,SER,0.649151824885837,787.4148,0.0026,464.8951,0.0031,9.9630,0.0148,18.2177,0.0015,0.8404,0.0029,0.7871,7.0E-4,26.5189,0.1394,787.4148,0.0026,464.8951,0.0031,9.7964,0.0100,17.3866,9.0E-4,1.4029,0.0022,0.7871,7.0E-4,26.5189,0.1394,787.4148,0.0026,464.8951,0.0031,9.6375,0.0167,17.0436,0.0013,1.9397,0.0040,0.7871,7.0E-4,26.5189,0.1394,787.4148,0.0026,464.8951,0.0031,9.4655,0.0281,16.839,0.002,2.5207,0.0066,0.7871,7.0E-4,26.5189,0.1394,146988,0295m337,10434,SER,0.01881649,50.859344,111.07315,154.46835,192.9597,1.4328873,1.3490169,1.0953088,1.1246251,1.75188,90010.54,2.7244895,373627.12,0.06794224,3188229.2,0.10490681,4308564.5,18.234074,17.385977,17.0279,16.786333,16.942366,17.176037,15.381022,13.768613,0.84809685,0.3580761,0.5996437,0.24156761,29.6595,-33.7735,01 58 38.28,-33 46 24.6,0.157394,,20.2724,20.2398,Simbad,0.0
39,2,10524,29.66166257692671,-33.74332914844585,SER,0.649151824885837,760.3503,0.0013,880.6953,9.0E-4,8.0183,0.0027,16.5751,3.0E-4,0.8596,0.0009,0.6796,1.0E-4,-72.3657,0.0254,760.3503,0.0013,880.6953,9.0E-4,7.7929,0.0018,16.0864,2.0E-4,0.9298,0.0006,0.6796,1.0E-4,-72.3657,0.0254,760.3503,0.0013,880.6953,9.0E-4,7.5778,0.0022,15.9041,3.0E-4,0.9969,0.0008,0.6796,1.0E-4,-72.3657,0.0254,760.3503,0.0013,880.6953,9.0E-4,7.3450,0.0036,15.7632,4.0E-4,1.0694,0.0013,0.6796,1.0E-4,-72.3657,0.0254,146988,0295m337,10524,SER,0.019050054,225.92346,360.38397,440.3897,513.95087,1.3965842,1.3163322,1.0953088,1.1246251,1.089455,1247601.0,2.0728827,1.3296956E7,-0.15310666,3.7907772E7,-0.10184162,3.3355482E7,16.615097,16.108086,15.890408,15.722696,16.064335,16.489052,14.255844,13.043851,0.5070114,0.21767807,0.38538933,0.16771126,29.6615833,-33.7433889,01 58 38.78,-33 44 36.2,0.0,,18.8622,18.2111,Simbad,0.0
39,3,10652,29.6653533612545,-33.7557267984171,SER,0.649151824885837,719.3446,0.0049,710.8913,0.0046,14.6342,0.0105,17.721,7.0E-4,0.5795,0.0017,0.2277,2.0E-4,-46.5804,0.0142,719.3446,0.0049,710.8913,0.0046,14.7095,0.0080,17.4986,7.0E-4,0.6601,0.0010,0.2277,2.0E-4,-46.5804,0.0142,719.3446,0.0049,710.8913,0.0046,14.7814,0.0131,17.4124,0.001,0.7370,0.0017,0.2277,2.0E-4,-46.5804,0.0142,719.3446,0.0049,710.8913,0.0046,14.8592,0.0213,17.3466,0.0015,0.8203,0.0031,0.2277,2.0E-4,-46.5804,0.0142,146988,0295m337,10652,SER,0.019086022,81.44744,101.36447,118.32168,114.77605,1.3953122,1.3398558,1.1114928,1.1149844,0.6789088,376570.94,3.896482,249973.03,-0.03363489,6563153.5,-0.6156629,1.0661746E7,17.722807,17.485285,17.317339,17.350372,18.020958,18.527159,17.171888,14.712886,0.23752213,0.16794586,0.13491249,-0.03303337,29.665,-33.7556111,01 58 39.60,-33 45 20.2,0.0,,18.8419,18.7809,Simbad,0.0
39,4,11421,29.68659056847958,-33.75728046432995,SER,0.649151824885837,476.4481,0.0011,689.1457,0.0017,5.3664,0.0052,17.8526,7.0E-4,1.4028,0.0034,0.4971,4.0E-4,22.3795,0.0381,476.4481,0.0011,689.1457,0.0017,5.4623,0.0036,17.4385,5.0E-4,1.6308,0.0023,0.4971,4.0E-4,22.3795,0.0381,476.4481,0.0011,689.1457,0.0017,5.5537,0.0057,17.2848,8.0E-4,1.8484,0.0034,0.4971,4.0E-4,22.3795,0.0381,476.4481,0.0011,689.1457,0.0017,5.6527,0.0095,17.1332,0.0012,2.0839,0.0056,0.4971,4.0E-4,22.3795,0.0381,146988,0295m337,11421,SER,0.019105537,71.93055,103.96526,118.57029,133.24461,1.4293345,1.3694183,1.1285005,1.1247135,1.7975858,56164.875,1.4618757,1219054.5,0.23437656,4002603.0,0.2382116,4029637.8,17.857716,17.457779,17.31506,17.188375,17.49315,17.86921,15.825962,13.559594,0.39993668,0.14271927,0.26940346,0.12668419,29.6864167,-33.7571111,01 58 44.74,-33 45 25.6,0.062604,,19.7446,19.2853,Simbad,0.0
40,3,1498,30.96466705372731,-31.14377393611345,SER,0.658835898058,663.5278,0.0014,795.6321,0.0025,14.8916,0.0038,16.3151,3.0E-4,0.5343,0.0005,0.5162,1.0E-4,22.5412,0.0138,663.5278,0.0014,795.6321,0.0025,14.5148,0.0028,16.0008,3.0E-4,0.6172,0.0003,0.5162,1.0E-4,22.5412,0.0138,663.5278,0.0014,795.6321,0.0025,14.1552,0.0038,15.915,3.0E-4,0.6963,0.0005,0.5162,1.0E-4,22.5412,0.0138,663.5278,0.0014,795.6321,0.0025,13.7660,0.0059,15.8152,4.0E-4,0.7820,0.0008,0.5162,1.0E-4,22.5412,0.0138,159150,0310m312,1498,SER,0.022625748,280.76392,380.8115,421.0894,471.58167,1.369367,1.1200596,0.96734303,1.205984,0.6996461,2717249.2,3.8686197,1533700.5,0.272415,3.5801016E7,0.2492863,3.4993412E7,16.379147,16.048225,15.939064,15.816108,16.357124,16.894632,15.20279,13.930923,0.33092117,0.10916138,0.23211765,0.12295628,30.9649167,-31.1436944,02 03 51.58,-31 08 37.3,0.0289,,17.5967,17.2655,Simbad,0.0
40,2,1257,30.95856931662525,-31.14696311824521,SER,0.658835898058,735.8091,0.0021,751.5716,0.0052,12.0249,0.0073,17.8509,6.0E-4,0.4039,0.0014,0.3061,2.0E-4,10.3583,0.0178,735.8091,0.0021,751.5716,0.0052,12.0586,0.0052,17.5579,6.0E-4,0.4513,0.0008,0.3061,2.0E-4,10.3583,0.0178,735.8091,0.0021,751.5716,0.0052,12.0907,0.0074,17.4767,8.0E-4,0.4966,0.0012,0.3061,2.0E-4,10.3583,0.0178,735.8091,0.0021,751.5716,0.0052,12.1254,0.0121,17.3814,0.0011,0.5456,0.0022,0.3061,2.0E-4,10.3583,0.0178,159150,0310m312,1257,SER,0.022556743,74.313484,95.47202,102.53385,111.74088,1.372416,1.1321269,0.96734303,1.1827521,0.5,518127.3,3.0986004,453803.7,0.49010858,9417435.0,0.17884386,5950638.0,17.82233,17.55031,17.472832,17.379469,18.061316,17.817305,18.410275,,0.27202034,0.07747841,0.17084122,0.09336281,30.9584167,-31.1471111,02 03 50.02,-31 08 49.6,0.0,,18.7238,18.6343,Simbad,0.0
40,4,1972,30.97886528617959,-31.15557516968853,SER,0.658835898058,496.9629,0.0046,633.5986,0.0018,10.1025,0.0086,18.0682,7.0E-4,0.7328,0.0025,0.3051,2.0E-4,88.101,0.0202,496.9629,0.0046,633.5986,0.0018,10.2225,0.0052,17.5576,6.0E-4,0.7903,0.0015,0.3051,2.0E-4,88.101,0.0202,496.9629,0.0046,633.5986,0.0018,10.3370,0.0073,17.3656,8.0E-4,0.8452,0.0019,0.3051,2.0E-4,88.101,0.0202,496.9629,0.0046,633.5986,0.0018,10.4609,0.0127,17.2074,0.001,0.9047,0.0033,0.3051,2.0E-4,88.101,0.0202,159150,0310m312,1972,SER,0.022416946,56.85218,88.91487,109.35854,118.29782,1.372416,1.1321269,0.9668255,1.1637511,0.6841879,306459.88,2.5427797,506905.5,-0.53535676,7244163.0,0.043473765,4490641.5,18.113132,17.627563,17.402868,17.317558,17.238876,17.60081,15.028274,12.674983,0.485569,0.2246952,0.3100052,0.08530998,30.9789167,-31.1556111,02 03 54.94,-31 09 20.2,0.0665,,19.9221,19.6045,Simbad,0.0
40,1,878,30.9478588830863,-31.16082085071439,SER,0.658835898058,861.2564,0.0019,561.6997,0.0012,13.7588,0.0430,17.5545,0.0017,3.8465,0.0116,0.4013,3.0E-4,71.8525,0.0289,861.2564,0.0019,561.6997,0.0012,12.3900,0.0265,16.9423,0.0012,3.6282,0.0072,0.4013,3.0E-4,71.8525,0.0289,861.2564,0.0019,561.6997,0.0012,11.0841,0.0220,16.7127,0.0012,3.4199,0.0067,0.4013,3.0E-4,71.8525,0.0289,861.2564,0.0019,561.6997,0.0012,9.6704,0.0346,16.5946,0.0021,3.1945,0.0109,0.4013,3.0E-4,71.8525,0.0289,159150,0310m312,878,SER,0.022319773,65.94136,120.37162,158.22469,194.25854,1.372416,1.1321269,0.9593555,1.1696465,2.3856077,59336.074,2.0095134,569137.6,-0.38262308,4623757.5,0.1968056,3714652.8,17.952105,17.298689,17.001814,16.779049,16.902626,17.226221,15.276324,13.736371,0.6534157,0.296875,0.51963997,0.22276497,30.9485,-31.1603056,02 03 47.64,-31 09 37.1,0.0,,19.816,19.3727,Simbad,0.0
48,1,1193,45.03859046574656,-36.38120277446424,SER,0.52791442785483,756.6401,0.0042,422.3918,0.0031,22.8317,0.0607,17.6307,0.0021,1.6369,0.0049,0.6867,4.0E-4,53.6555,0.0876,756.6401,0.0042,422.3918,0.0031,22.2581,0.0355,17.0253,0.0012,1.9212,0.0026,0.6867,4.0E-4,53.6555,0.0876,756.6401,0.0042,422.3918,0.0031,21.7107,0.0476,16.768,0.0015,2.1925,0.0038,0.6867,4.0E-4,53.6555,0.0876,756.6401,0.0042,422.3918,0.0031,21.1183,0.0837,16.6341,0.0029,2.4861,0.0071,0.6867,4.0E-4,53.6555,0.0876,134069,0451m365,1193,SER,0.017747942,90.89854,163.27734,214.24194,251.98769,1.332155,1.2051195,1.2789575,1.1935889,2.2129877,117664.64,6.7977953,96926.0,-0.06077047,1753098.9,0.20778853,3777180.0,17.603607,16.967686,16.672739,16.496552,16.96026,17.474342,15.765213,16.092117,0.6359215,0.29494667,0.4711342,0.17618752,45.0382083,-36.3808889,03 00 09.17,-36 22 51.2,0.0,,19.4241,19.5236,Simbad,0.0
48,3,6696,45.04855677433579,-36.35173681597946,PSF,0.52791442785483,646.443,0.0023,827.1642,0.0017,*0.3424*,*0.0241*,18.1355,6.0E-4,0.8026,0.2133,0.7728,0.0168,-25.6968,2.6331,646.443,0.0023,827.1642,0.0017,*0.2449*,*0.0184*,17.998,6.0E-4,1.9497,0.2447,0.7728,0.0168,-25.6968,2.6331,646.443,0.0023,827.1642,0.0017,*0.1519*,*0.0133*,17.7829,0.0021,3.0442,0.2797,0.7728,0.0168,-25.6968,2.6331,646.443,0.0023,827.1642,0.0017,*0.0512*,*0.0086*,17.6671,0.0146,4.2291,0.3211,0.7728,0.0168,-25.6968,2.6331,135229,0450m362,6696,PSF,0.017802985,57.224815,65.07409,79.22684,83.22305,1.3526269,1.2127869,1.2751063,1.165638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.10604,17.96648,17.75282,17.69939,17.091246,16.384937,14.991235,13.594778,0.13955879,0.2136612,0.26708984,0.05342865,45.0484167,-36.3516944,03 00 11.62,-36 21 06.1,0.0,,20.1719,18.9757,Simbad,0.0
48,2,6568,45.04357933448144,-36.35840573048463,SER,0.52791442785483,701.6651,0.002,735.6829,0.0037,20.8823,0.0124,16.9392,6.0E-4,0.7446,0.0010,0.5186,1.0E-4,-0.4251,0.0178,701.6651,0.002,735.6829,0.0037,20.2916,0.0079,16.2211,4.0E-4,0.8835,0.0006,0.5186,1.0E-4,-0.4251,0.0178,701.6651,0.002,735.6829,0.0037,19.7280,0.0090,15.8773,3.0E-4,1.0160,0.0007,0.5186,1.0E-4,-0.4251,0.0178,701.6651,0.002,735.6829,0.0037,19.1180,0.0147,15.6745,7.0E-4,1.1595,0.0012,0.5186,1.0E-4,-0.4251,0.0178,135229,0450m362,6568,SER,0.017829526,165.68678,326.9228,452.4539,558.26135,1.3592769,1.2193097,1.2657617,1.1838666,0.93572074,1628107.2,5.4236326,622329.94,0.33011475,3.2698216E7,-0.004727669,1.3930766E7,16.95178,16.213886,15.861064,15.632906,15.794824,16.221594,14.736536,14.296562,0.73789406,0.3528223,0.5809803,0.228158,45.0434167,-36.3586111,03 00 10.42,-36 21 31.0,0.0958,,19.519,18.9998,Simbad,0.0
48,4,6718,45.04940344608852,-36.35633565552046,PSF,0.52791442785483,637.018,7.0E-4,763.9362,6.0E-4,*0.2381*,*0.0060*,15.4754,2.0E-4,1.6248,0.0812,0.9876,0.0056,-67.2214,14.3048,637.018,7.0E-4,763.9362,6.0E-4,*0.1718*,*0.0046*,15.7387,3.0E-4,2.5636,0.0855,0.9876,0.0056,-67.2214,14.3048,637.018,7.0E-4,763.9362,6.0E-4,*0.1085*,*0.0034*,15.9481,0.0012,3.4594,0.0932,0.9876,0.0056,-67.2214,14.3048,637.018,7.0E-4,763.9362,6.0E-4,*0.0401*,*0.0024*,15.9591,0.0053,4.4291,0.1043,0.9876,0.0056,-67.2214,14.3048,135229,0450m362,6718,PSF,0.017795887,677.0701,532.7865,430.70428,396.81952,1.3526269,1.2127869,1.2751063,1.165638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.423416,15.683617,15.914552,16.003517,18.247425,18.941566,,21.833364,-0.2602005,-0.2309351,-0.3199005,-0.088965416,45.0492917,-36.3561944,03 00 11.83,-36 21 22.3,0.0917,,17.6607,17.1745,Simbad,0.0
51,3,1777,47.55903036149267,-35.03027873839472,SER,0.539473610727695,564.8054,0.003,490.7216,0.0034,10.3129,0.0116,17.8373,0.0011,0.8383,0.0020,0.8336,4.0E-4,-14.327,0.1408,564.8054,0.003,490.7216,0.0034,10.1070,0.0065,17.2492,6.0E-4,1.0347,0.0011,0.8336,4.0E-4,-14.327,0.1408,564.8054,0.003,490.7216,0.0034,9.9104,0.0096,16.9524,8.0E-4,1.2221,0.0018,0.8336,4.0E-4,-14.327,0.1408,564.8054,0.003,490.7216,0.0034,9.6977,0.0172,16.8143,0.0016,1.4249,0.0031,0.8336,4.0E-4,-14.327,0.1408,141098,0476m350,1777,SER,0.02127651,91.135704,160.58833,215.626,254.61438,1.346538,1.2212694,1.2805095,1.0753556,1.467802,273950.53,3.4108777,1931445.4,0.086733855,9529767.0,-0.028381862,5056653.0,17.600779,16.985716,16.665747,16.485292,16.98383,17.380991,15.510228,14.796675,0.6150627,0.31996918,0.50042343,0.18045425,47.5594167,-35.0298889,03 10 14.26,-35 01 47.6,0.0,,20.2179,19.1848,Simbad,0.0
51,2,1216,47.54303848651573,-35.00839954500856,REX,0.539473610727695,744.7097,0.0017,791.2707,0.0016,16.6344,0.0103,16.5328,6.0E-4,1.0685,0.0011,0.931,2.0E-4,64.4449,0.1594,744.7097,0.0017,791.2707,0.0016,16.5831,0.0061,15.9053,3.0E-4,1.4907,0.0007,0.931,2.0E-4,64.4449,0.1594,744.7097,0.0017,791.2707,0.0016,16.5342,0.0100,15.6439,5.0E-4,1.8935,0.0011,0.931,2.0E-4,64.4449,0.1594,744.7097,0.0017,791.2707,0.0016,16.4813,0.0177,15.4584,8.0E-4,2.3295,0.0020,0.931,2.0E-4,64.4449,0.1594,141098,0476m350,1216,REX,0.02121576,212.17978,373.31647,478.41037,586.56323,1.3806306,1.2466152,1.3056732,1.0715256,1.0,0.0,3.6051912,1465450.5,0.0,0.0,0.0,0.0,16.68324,16.069807,15.800499,15.579213,15.828189,16.277498,14.354404,13.789,0.61343384,0.2693081,0.4905939,0.22128582,47.5429167,-35.0083056,03 10 10.30,-35 00 29.9,0.0,,19.0606,18.3702,Simbad,0.0
51,1,673,47.52743081502302,-35.00661751239641,SER,0.539473610727695,920.3764,0.0058,815.7897,0.005,3.7358,0.0271,19.7087,0.0044,2.5242,0.0388,0.6912,0.003,-84.1167,0.405,920.3764,0.0058,815.7897,0.005,4.0957,0.0204,19.5214,0.0032,2.6317,0.0237,0.6912,0.003,-84.1167,0.405,920.3764,0.0058,815.7897,0.005,4.4391,0.0367,19.3108,0.005,2.7343,0.0365,0.6912,0.003,-84.1167,0.405,920.3764,0.0058,815.7897,0.005,4.8108,0.0610,19.2808,0.0085,2.8454,0.0633,0.6912,0.003,-84.1167,0.405,141098,0476m350,673,SER,0.020973045,12.632396,14.337361,16.789158,16.210323,1.3806306,1.2466152,1.3056732,1.0715256,2.25,1622.4323,1.0065607,124777.22,-0.1662464,187974.69,-0.042741355,98543.16,19.746286,19.608828,19.437428,19.475521,19.875286,20.08366,19.929283,,0.1374588,0.17140007,0.1333065,-0.038093567,47.527,-35.007,03 10 06.48,-35 00 25.2,0.0,,20.2593,20.1742,Simbad,0.0
51,4,1927,47.56346908968972,-35.01856114450278,SER,0.539473610727695,514.8458,0.0039,651.5823,0.0057,9.9494,0.0113,18.4005,0.0011,0.5473,0.0023,0.6308,4.0E-4,-12.7634,0.073,514.8458,0.0039,651.5823,0.0057,9.8403,0.0068,17.8257,7.0E-4,0.6847,0.0013,0.6308,4.0E-4,-12.7634,0.073,514.8458,0.0039,651.5823,0.0057,9.7361,0.0095,17.5506,9.0E-4,0.8159,0.0020,0.6308,4.0E-4,-12.7634,0.073,514.8458,0.0039,651.5823,0.0057,9.6234,0.0165,17.4103,0.0016,0.9579,0.0035,0.6308,4.0E-4,-12.7634,0.073,141098,0476m350,1927,SER,0.021541655,43.769463,73.8212,95.72727,109.34872,1.3559848,1.2133199,1.2878165,1.0827817,0.7357635,213797.56,2.5688224,379861.28,0.20132676,3443323.0,-0.09929212,2029551.5,18.397072,17.829548,17.547411,17.402966,17.726961,18.21407,16.182932,14.658928,0.56752396,0.28213692,0.42658234,0.14444542,47.5634167,-35.0186111,03 10 15.22,-35 01 07.0,0.0,,20.3004,20.3873,Simbad,0.0
52,2,3891,50.09687788879909,-40.2083288182827,SER,0.658575574621795,695.3307,0.001,479.0964,8.0E-4,19.3314,0.0791,16.7956,0.0017,5.6537,0.0143,0.544,4.0E-4,54.4176,0.0307,695.3307,0.001,479.0964,8.0E-4,24.2285,0.0705,15.9977,0.0012,7.2599,0.0110,0.544,4.0E-4,54.4176,0.0307,695.3307,0.001,479.0964,8.0E-4,28.9010,0.1251,15.5916,0.0016,8.7925,0.0164,0.544,4.0E-4,54.4176,0.0307,695.3307,0.001,479.0964,8.0E-4,33.9590,0.2008,15.3726,0.002,*10.4516*,*0.0260*,0.544,4.0E-4,54.4176,0.0307,117131,0501m402,3891,SER,0.016478062,177.09895,338.5065,458.05795,559.5872,1.4823705,1.3308853,1.2877734,1.17765,6.0,79767.73,5.454205,1301912.8,-0.10079294,9408739.0,0.2853046,1.2899658E7,16.87946,16.176083,15.847699,15.63033,15.732464,15.949157,13.568861,12.109694,0.70337677,0.32838345,0.5457525,0.21736908,50.0964167,-40.2083889,03 20 23.14,-40 12 30.2,0.0,,20.044,19.421,Simbad,0.0
52,1,3032,50.07005825693662,-40.17808928771583,PSF,0.658575574621795,976.8179,0.003,894.7165,0.0034,0.9185,0.0097,20.1046,0.0016,0.8998,0.0732,0.5567,0.0039,88.495,0.3678,976.8179,0.003,894.7165,0.0034,0.7485,0.0055,19.0807,0.0016,7.2226,0.1516,0.5567,0.0039,88.495,0.3678,976.8179,0.003,894.7165,0.0034,0.5863,0.0035,18.1138,0.0013,*13.2555*,*0.2804*,0.5567,0.0039,88.495,0.3678,976.8179,0.003,894.7165,0.0034,*0.4107*,*0.0062*,17.6167,0.0027,*19.7860*,*0.4261*,0.5567,0.0039,88.495,0.3678,117131,0501m402,3032,PSF,0.016462434,9.2275,21.781734,48.523724,72.60756,1.4379804,1.3030901,1.3836958,1.1470869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.08729,19.154768,18.285114,17.847546,18.440779,19.052416,,,0.9325218,0.8696537,1.3072224,0.43756866,50.0702083,-40.1783056,03 20 16.85,-40 10 41.9,0.0,,20.3204,20.3335,Simbad,0.0
52,3,10419,50.09750815067493,-40.18539789203456,DUP,0.658575574621795,689.1659,0.0021,793.1704,0.0035,14.4075,0.0133,17.5449,8.0E-4,0.9574,0.0017,0.4885,2.0E-4,-28.6083,0.0291,689.1659,0.0021,793.1704,0.0035,14.4459,0.0093,17.0193,6.0E-4,1.2006,0.0011,0.4885,2.0E-4,-28.6083,0.0291,689.1659,0.0021,793.1704,0.0035,14.4827,0.0153,16.7522,9.0E-4,1.4327,0.0019,0.4885,2.0E-4,-28.6083,0.0291,689.1659,0.0021,793.1704,0.0035,14.5224,0.0255,16.6247,0.0014,1.6839,0.0032,0.4885,2.0E-4,-28.6083,0.0291,117131,0501m402,10419,DUP,0.016877355,0.0,0.0,0.0,0.0,1.4379804,1.3030901,1.287302,1.1470869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,50.0977083,-40.1853889,03 20 23.45,-40 11 07.4,0.0,,20.001,19.3614,Simbad,0.0
52,4,4863,50.12638129450011,-40.20079277915492,REX,0.658575574621795,385.6446,0.0234,584.0292,0.0228,12.5860,0.0668,19.2305,0.0046,0.8373,0.0073,0.9557,0.0026,-89.7191,2.8741,385.6446,0.0234,584.0292,0.0228,12.9124,0.0534,18.875,0.004,1.0031,0.0055,0.9557,0.0026,-89.7191,2.8741,385.6446,0.0234,584.0292,0.0228,13.2238,0.0885,18.6762,0.0059,1.1614,0.0097,0.9557,0.0026,-89.7191,2.8741,385.6446,0.0234,584.0292,0.0228,13.5608,0.1429,18.5755,0.0103,1.3327,0.0160,0.9557,0.0026,-89.7191,2.8741,117131,0501m402,4863,REX,0.017005531,16.727568,23.626026,27.53874,30.146667,1.5147089,1.4213742,1.4452757,1.2099249,1.0,0.0,3.0389385,21211.412,0.0,0.0,0.0,0.0,19.441418,19.066523,18.90014,18.8019,19.457865,20.064249,16.753166,,0.3748951,0.16638184,0.26462173,0.0982399,50.1264167,-40.2006111,03 20 30.34,-40 12 02.2,0.0,,20.1828,20.3188,Simbad,0.0
54,1,11713,52.93920447662241,-39.61423111947493,REX,0.426709653479103,845.899,0.0047,804.7709,0.005,7.2915,0.0128,18.335,0.0019,0.6596,0.0036,0.9488,8.0E-4,-24.2695,0.7976,845.899,0.0047,804.7709,0.005,7.6421,0.0075,17.8205,0.001,0.7665,0.0021,0.9488,8.0E-4,-24.2695,0.7976,845.899,0.0047,804.7709,0.005,7.9768,0.0103,17.513,0.0012,0.8686,0.0027,0.9488,8.0E-4,-24.2695,0.7976,845.899,0.0047,804.7709,0.005,8.3390,0.0182,17.3488,0.0021,0.9791,0.0047,0.9488,8.0E-4,-24.2695,0.7976,120459,0528m395,11713,REX,0.016788945,48.782047,75.90883,97.9982,107.65787,1.3705053,1.229831,1.5120718,1.1810064,1.0,0.0,2.0179288,423756.06,0.0,0.0,0.0,0.0,18.27935,17.799269,17.521955,17.419886,17.739744,18.208067,16.170149,14.166007,0.48008156,0.27731323,0.3793831,0.10206985,52.9395833,-39.6141944,03 31 45.50,-39 36 51.1,0.0,,20.2266,20.073,Simbad,0.0
