Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,type_2,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation
60,3,8183,55.61951174555693,-41.16989996658953,PSF,1.24568927645279,673.6011,0.0027,481.5375,0.0028,*0.1074*,*0.0067*,18.304,0.0079,*10.1327*,*0.3494*,0.6068,0.0034,-60.3145,0.3281,673.6011,0.0027,481.5375,0.0028,0.9155,0.0074,17.8846,0.0016,*13.4338*,*0.1967*,0.6068,0.0034,-60.3145,0.3281,673.6011,0.0027,481.5375,0.0028,1.6865,0.0185,17.6923,0.0073,*16.5835*,*0.3283*,0.6068,0.0034,-60.3145,0.3281,673.6011,0.0027,481.5375,0.0028,2.5211,0.0311,17.5659,0.0096,*19.9930*,*0.5884*,0.6068,0.0034,-60.3145,0.3281,112777,0555m412,8183,PSF,0.015968593,44.052433,52.704987,49.092915,47.83614,1.3826966,1.2771543,1.0934019,1.2449532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.390076,18.195372,18.272453,18.30061,17.342054,16.692055,15.92209,14.376433,0.19470406,-0.07708168,-0.10523796,-0.02815628,55.6192917,-41.17,03 42 28.63,-41 10 12.0,0.0,,19.9046,18.1355,Simbad,0.0
62,1,10483,57.72755090099398,-38.08460802995427,SER,1.22822651159851,739.7168,0.0017,488.3649,0.0012,17.8294,0.0073,16.6971,3.0E-4,1.0483,0.0007,0.7077,2.0E-4,64.7023,0.0244,739.7168,0.0017,488.3649,0.0012,17.5033,0.0044,16.0119,4.0E-4,1.2235,0.0004,0.7077,2.0E-4,64.7023,0.0244,739.7168,0.0017,488.3649,0.0012,17.1922,0.0060,15.6645,3.0E-4,1.3907,0.0006,0.7077,2.0E-4,64.7023,0.0244,739.7168,0.0017,488.3649,0.0012,16.8554,0.0103,15.4768,7.0E-4,1.5717,0.0010,0.7077,2.0E-4,64.7023,0.0244,127222,0577m380,10483,SER,0.013472011,221.01833,418.72916,583.7655,709.8514,1.1926609,1.0968132,1.2051644,1.1607262,1.5383704,3560109.2,5.1750073,1940620.9,-0.12782124,6.914968E7,0.13389966,7.3986144E7,16.63893,15.945167,15.584404,15.372082,15.457781,15.811007,13.970065,13.087752,0.6937628,0.3607626,0.57308483,0.21232224,57.7267083,-38.0846111,03 50 54.41,-38 05 04.6,0.0,,19.4063,18.679,Simbad,0.0
62,4,11409,57.74170209790228,-38.09319043677665,PSF,1.22822651159851,586.4156,0.001,370.2718,0.001,*0.1911*,*0.0029*,17.3112,4.0E-4,3.2585,0.0649,0.9588,0.0051,-56.913,3.258,586.4156,0.001,370.2718,0.001,*0.1693*,*0.0021*,16.9676,7.0E-4,4.1634,0.0544,0.9588,0.0051,-56.913,3.258,586.4156,0.001,370.2718,0.001,*0.1485*,*0.0021*,17.2182,0.0011,5.0267,0.0754,0.9588,0.0051,-56.913,3.258,586.4156,0.001,370.2718,0.001,*0.1261*,*0.0031*,17.0729,0.0021,5.9613,0.1137,0.9588,0.0051,-56.913,3.258,127222,0577m380,11409,PSF,0.013008162,132.61644,164.20807,134.08598,139.83728,1.2140466,1.0968132,1.2136701,1.1607262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.193506,16.961514,17.181541,17.135942,15.348711,14.83432,14.140944,13.39274,0.23199272,-0.22002792,-0.17442894,0.045598984,57.7415833,-38.0931111,03 50 57.98,-38 05 35.2,0.582,,17.6741,17.2139,Simbad,0.0
62,2,10649,57.73011576466543,-38.06117170321892,EXP,1.22822651159851,711.9102,0.004,810.1391,0.0076,11.0501,0.0222,18.8652,0.0015,1.0460,0.0033,0.4404,5.0E-4,15.1433,0.0584,711.9102,0.004,810.1391,0.0076,11.8774,0.0260,18.6904,0.0026,1.1494,0.0035,0.4404,5.0E-4,15.1433,0.0584,711.9102,0.004,810.1391,0.0076,12.6667,0.0438,18.6253,0.0025,1.2481,0.0057,0.4404,5.0E-4,15.1433,0.0584,711.9102,0.004,810.1391,0.0076,13.5212,0.0665,18.5034,0.0079,1.3549,0.0088,0.4404,5.0E-4,15.1433,0.0584,127222,0577m380,10649,EXP,0.013639145,28.157057,31.059599,31.312723,31.87046,1.1888998,1.1108987,1.2125553,1.162139,1.0,0.0,2.8435533,653799.6,0.32131058,3846718.2,0.19568779,2893173.8,18.876032,18.76951,18.760698,18.74153,19.048126,20.649397,19.212755,11.593705,0.10652161,0.008811951,0.027980804,0.019168854,57.7299167,-38.0608889,03 50 55.18,-38 03 39.2,0.0,,19.4911,19.6442,Simbad,0.0
62,3,10694,57.73095681634258,-38.04195678843559,SER,1.22822651159851,702.916,0.0011,1074.2271,0.0018,9.1049,0.0032,17.7656,4.0E-4,0.3997,0.0008,0.4928,1.0E-4,-31.8742,0.0178,702.916,0.0011,1074.2271,0.0018,8.6586,0.0020,17.2012,6.0E-4,0.5719,0.0005,0.4928,1.0E-4,-31.8742,0.0178,702.916,0.0011,1074.2271,0.0018,8.2327,0.0026,16.9847,3.0E-4,0.7361,0.0008,0.4928,1.0E-4,-31.8742,0.0178,702.916,0.0011,1074.2271,0.0018,7.7717,0.0044,16.8219,0.0012,0.9139,0.0014,0.4928,1.0E-4,-31.8742,0.0178,127222,0577m380,10694,SER,0.013397953,78.04951,130.79202,162.57193,193.05673,1.1614562,1.0899554,1.2269942,1.1622659,0.62268496,2620427.8,2.213824,5165576.0,0.14985977,2.7432114E7,-0.30044606,3.969058E7,17.769075,17.208548,16.972385,16.785788,16.92697,17.499128,15.351199,12.858568,0.5605278,0.23616219,0.42276,0.18659782,57.7312917,-38.0416944,03 50 55.51,-38 02 30.1,0.0,,19.8489,19.4295,Simbad,0.0
68,4,12694,73.38137624380975,-36.24073564478677,DUP,0.60373824416547,485.7218,0.0016,861.6215,0.0019,72.8677,0.5680,16.6673,0.0041,5.8478,0.0217,0.6637,6.0E-4,8.8063,0.0618,485.7218,0.0016,861.6215,0.0019,70.1449,0.2842,15.7876,0.0021,6.8119,0.0103,0.6637,6.0E-4,8.8063,0.0618,485.7218,0.0016,861.6215,0.0019,67.5470,0.3591,15.4688,0.0025,7.7318,0.0152,0.6637,6.0E-4,8.8063,0.0618,485.7218,0.0016,861.6215,0.0019,64.7347,0.6985,15.2819,0.0051,8.7275,0.0298,0.6637,6.0E-4,8.8063,0.0618,135321,0734m362,12694,DUP,0.009605601,0.0,0.0,0.0,0.0,1.4060713,1.1777216,1.1307229,1.1526495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,73.381,-36.2401111,04 53 31.44,-36 14 24.4,0.0,,19.6429,19.4577,Simbad,0.0
68,1,1826,73.34498265667271,-36.24702057351266,SER,0.60373824416547,889.0855,0.007,775.5761,0.005,16.2422,0.0928,18.618,0.0043,1.9820,0.0132,0.6173,0.0013,-55.0046,0.1629,889.0855,0.007,775.5761,0.005,14.9528,0.0514,18.2497,0.0027,2.1994,0.0076,0.6173,0.0013,-55.0046,0.1629,889.0855,0.007,775.5761,0.005,13.7226,0.0843,18.1501,0.0047,2.4069,0.0143,0.6173,0.0013,-55.0046,0.1629,889.0855,0.007,775.5761,0.005,12.3908,0.1520,18.1448,0.0089,2.6314,0.0254,0.6173,0.0013,-55.0046,0.1629,135321,0734m362,1826,SER,0.009709291,34.541126,52.289837,61.754627,68.529884,1.3849535,1.1570665,1.113414,1.1147665,2.4493582,27814.994,4.4386387,30264.41,-0.08225331,500971.0,-0.22356422,930698.4,18.65416,18.203957,18.023327,17.9103,19.028727,19.208858,,13.474765,0.45020294,0.18062973,0.2936573,0.11302757,73.3445,-36.2468056,04 53 22.68,-36 14 48.5,0.0,,20.0759,20.155,Simbad,0.0
68,3,2667,73.36776031033033,-36.25887232763502,SER,0.60373824416547,636.7284,0.0032,611.917,0.0036,22.2856,0.5415,18.0624,0.0094,9.6415,0.0999,0.5235,0.0014,1.456,0.1248,636.7284,0.0032,611.917,0.0036,23.7747,0.3274,17.6108,0.0054,9.4099,0.0573,0.5235,0.0014,1.456,0.1248,636.7284,0.0032,611.917,0.0036,25.1954,0.5346,17.3983,0.0086,9.1890,0.0775,0.5235,0.0014,1.456,0.1248,636.7284,0.0032,611.917,0.0036,26.7333,0.9333,17.3113,0.0141,8.9498,0.1379,0.5235,0.0014,1.456,0.1248,135321,0734m362,2667,SER,0.00980965,41.518276,59.61058,70.95655,74.95156,1.4178323,1.1801187,1.1569327,1.1556872,6.0,4658.8203,3.017456,48223.035,0.28203592,783374.25,0.029684069,469367.06,18.454401,18.061691,17.872519,17.813047,19.254517,19.813044,17.845795,13.588338,0.39270973,0.18917274,0.24864388,0.05947113,73.368,-36.2591944,04 53 28.32,-36 15 33.1,0.0,,20.2777,20.2564,Simbad,0.0
68,2,2354,73.35924354458093,-36.26736970178203,SER,0.60373824416547,731.7169,0.0027,496.0767,0.0029,2.6043,0.0140,18.8688,0.0026,4.9085,0.0488,0.4407,0.0016,0.9388,0.1161,731.7169,0.0027,496.0767,0.0029,3.4364,0.0100,18.4243,0.0018,4.5212,0.0327,0.4407,0.0016,0.9388,0.1161,731.7169,0.0027,496.0767,0.0029,4.2303,0.0198,18.2932,0.0028,4.1517,0.0326,0.4407,0.0016,0.9388,0.1161,731.7169,0.0027,496.0767,0.0029,5.0897,0.0337,18.057,0.0042,3.7517,0.0494,0.4407,0.0016,0.9388,0.1161,135321,0734m362,2354,SER,0.009896941,28.704426,38.949703,41.446712,47.079605,1.4047327,1.151531,1.1288502,1.1104895,4.8547764,1266.2491,0.95950675,7598021.5,0.34847307,8467054.0,0.046930198,8137990.0,18.855127,18.523739,18.456274,18.317919,18.457367,18.73148,19.167582,,0.33138847,0.06746483,0.20582008,0.13835526,73.3592083,-36.2675,04 53 26.21,-36 16 03.0,0.0,,19.9725,19.3209,Simbad,0.0
186,3,3576,314.4895706185349,-24.94810710824377,SER,0.458366748082473,627.8249,0.0027,911.7556,0.0022,6.5886,0.0421,17.635,0.0041,2.7306,0.0306,0.6486,0.0013,54.5251,0.1466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.8249,0.0027,911.7556,0.0022,6.2929,0.0207,16.4779,0.0018,3.2626,0.0139,0.6486,0.0013,54.5251,0.1466,627.8249,0.0027,911.7556,0.0022,6.1366,0.0344,16.2847,0.0033,3.5437,0.0236,0.6486,0.0013,54.5251,0.1466,191940,3144m250,3576,SER,0.06218225,85.462425,0.0,246.07549,284.83264,2.0286293,0.0,1.6138624,1.221678,3.7254632,2701.402,1.5663549,117731.09,-0.08039201,317902.3,0.21479124,481684.06,17.670563,Infinity,16.52233,16.363525,16.18135,16.398172,13.983911,12.020897,Infinity,Infinity,Infinity,0.15880394,314.49,-24.948,20 57 57.60,-24 56 52.8,0.094365,,19.6399,19.688,Simbad,0.0
186,1,3253,314.472846415685,-24.96240135644899,REX,0.458366748082473,836.5536,0.0051,716.8831,0.0054,25.6648,0.2215,17.2951,0.0059,2.7396,0.0188,0.8958,0.0019,-32.2178,0.6364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836.5536,0.0051,716.8831,0.0054,18.8805,0.1178,16.4013,0.0039,3.3985,0.0157,0.8958,0.0019,-32.2178,0.6364,836.5536,0.0051,716.8831,0.0054,15.2947,0.1873,16.3583,0.0074,3.7467,0.0238,0.8958,0.0019,-32.2178,0.6364,191940,3144m250,3253,REX,0.062246647,86.610825,0.0,245.81271,311.40714,1.7189217,0.0,1.3877546,1.221678,1.0,0.0,4.199363,34579.242,0.0,0.0,0.0,0.0,17.656069,Infinity,16.523489,16.266678,16.977415,17.554752,17.453753,,Infinity,Infinity,Infinity,0.25681114,314.473,-24.9623889,20 57 53.52,-24 57 44.6,0.0,,19.5318,19.1392,Simbad,0.0
186,4,3677,314.4941688273316,-24.96287790106267,SER,0.458366748082473,570.5071,0.0035,709.2769,0.0042,5.4471,0.0097,17.8621,0.0011,0.9389,0.0066,0.761,0.001,-8.8131,0.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.5071,0.0035,709.2769,0.0042,5.7368,0.0074,16.9866,7.0E-4,0.9464,0.0035,0.761,0.001,-8.8131,0.1751,570.5071,0.0035,709.2769,0.0042,5.8899,0.0112,16.8623,0.0018,0.9503,0.0059,0.761,0.001,-8.8131,0.1751,191940,3144m250,3677,SER,0.06236795,72.16127,0.0,158.19318,174.23877,1.7189217,0.0,1.3877546,1.221678,0.9117443,39624.984,1.4880819,365343.3,0.12924376,1268542.0,-0.036508497,685552.25,17.85424,Infinity,17.002031,16.897139,17.028147,17.249165,14.697726,12.439299,Infinity,Infinity,Infinity,0.10489273,314.494,-24.9628889,20 57 58.56,-24 57 46.4,0.0,,19.6074,19.1857,Simbad,0.0
186,2,3426,314.4821964439124,-24.98454274202755,PSF,0.458366748082473,719.2754,0.023,410.7152,0.0253,*0.0482*,*0.0472*,19.1471,0.3251,6.8073,4.3741,0.3623,0.0228,76.3388,1.6391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.2754,0.023,410.7152,0.0253,1.1671,0.0972,19.5801,0.0252,*12.3679*,*1.3902*,0.3623,0.0228,76.3388,1.6391,719.2754,0.023,410.7152,0.0253,1.7585,0.1522,19.6867,0.0352,*15.3069*,*2.5988*,0.3623,0.0228,76.3388,1.6391,191940,3144m250,3426,PSF,0.06266701,19.193615,0.0,11.220144,9.102077,1.7189217,0.0,1.3877546,1.221678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.292109,Infinity,19.875004,20.102148,22.43999,,,14.427095,Infinity,Infinity,Infinity,-0.22714424,314.482,-24.9843889,20 57 55.68,-24 59 03.8,0.0,,18.628,18.7564,Simbad,0.0
230,3,5015,27.48574877761106,-27.8187794532997,SER,1.34129265268485,640.012,0.0017,680.0001,9.0E-4,24.6329,0.0065,15.1624,2.0E-4,0.9885,0.0006,0.4839,1.0E-4,-63.1734,0.0066,640.012,0.0017,680.0001,9.0E-4,24.1194,0.0046,14.471,1.0E-4,1.2273,0.0004,0.4839,1.0E-4,-63.1734,0.0066,640.012,0.0017,680.0001,9.0E-4,23.6294,0.0056,14.1681,2.0E-4,1.4551,0.0005,0.4839,1.0E-4,-63.1734,0.0066,640.012,0.0017,680.0001,9.0E-4,23.0990,0.0088,13.9075,3.0E-4,1.7017,0.0008,0.4839,1.0E-4,-63.1734,0.0066,176695,0275m277,5015,SER,0.01670039,839.90796,1568.1433,2153.7815,2641.4297,1.3737918,1.2485092,1.1985016,1.2381035,1.294055,9517701.0,6.241044,3075844.0,-0.20751679,2.1160355E8,-0.2965732,2.6643683E8,15.189421,14.511536,14.166996,13.945402,14.118378,14.531201,12.30531,11.700524,0.67788506,0.34453964,0.5661335,0.22159386,27.485875,-27.8186667,01 49 56.61,-27 49 07.2,0.042866,,18.0001,17.1341,Simbad,0.0
230,4,5257,27.4914190220405,-27.81209212365086,SER,1.34129265268485,570.5806,0.0027,771.8055,0.0039,18.8856,0.0112,16.3358,6.0E-4,0.6959,0.0010,0.6697,2.0E-4,-24.1295,0.0379,570.5806,0.0027,771.8055,0.0039,18.5508,0.0066,15.7151,4.0E-4,0.9306,0.0006,0.6697,2.0E-4,-24.1295,0.0379,570.5806,0.0027,771.8055,0.0039,18.2314,0.0098,15.4048,5.0E-4,1.1544,0.0009,0.6697,2.0E-4,-24.1295,0.0379,570.5806,0.0027,771.8055,0.0039,17.8856,0.0172,15.2263,8.0E-4,1.3967,0.0017,0.6697,2.0E-4,-24.1295,0.0379,176695,0275m277,5257,SER,0.016820326,303.0888,545.7481,733.7999,885.0614,1.3717893,1.2390314,1.185571,1.1523154,1.2469515,1982172.2,5.3099303,867091.94,0.13243951,3.1694188E7,-0.14717263,3.256967E7,16.296076,15.657519,15.336056,15.132566,15.586008,15.901958,13.91207,11.872924,0.6385565,0.32146358,0.5249529,0.2034893,27.4910833,-27.8120833,01 49 57.86,-27 48 43.5,0.0,,18.9147,18.3172,Simbad,0.0
230,5,5644,27.50007935114963,-27.81807803003387,SER,1.34129265268485,465.8621,0.0089,689.5943,0.0111,11.6435,0.0351,18.3969,0.0028,0.8497,0.0050,0.7601,0.0011,4.7524,0.2785,465.8621,0.0089,689.5943,0.0111,11.1810,0.0266,18.0581,0.0021,1.1518,0.0041,0.7601,0.0011,4.7524,0.2785,465.8621,0.0089,689.5943,0.0111,10.7397,0.0447,17.8961,0.0035,1.4400,0.0076,0.7601,0.0011,4.7524,0.2785,465.8621,0.0089,689.5943,0.0111,10.2620,0.0733,17.8554,0.0059,1.7520,0.0126,0.7601,0.0011,4.7524,0.2785,176695,0275m277,5644,SER,0.016837442,43.20784,60.769867,73.28308,79.24558,1.3741232,1.2511263,1.1973808,1.194737,1.2560782,87073.96,3.0604537,137959.08,0.13710256,2071497.8,0.02296209,904099.2,18.411093,18.04078,17.83749,17.752562,18.064203,18.296534,,12.782163,0.37031364,0.20328903,0.28821754,0.08492851,27.499875,-27.8181111,01 49 59.97,-27 49 05.2,0.088395,,19.9607,19.4494,Simbad,0.0
230,2,4219,27.46902204298467,-27.82031360324704,REX,1.34129265268485,843.2892,0.0045,658.9886,0.004,*0.2763*,*0.0131*,19.0966,0.0084,8.7982,0.5551,0.5855,0.0064,34.3795,0.5298,843.2892,0.0045,658.9886,0.004,0.8527,0.0125,18.7148,0.0077,*10.2963*,*0.3762*,0.5855,0.0064,34.3795,0.5298,843.2892,0.0045,658.9886,0.004,1.4027,0.0202,18.4433,0.0092,*11.7257*,*0.3870*,0.5855,0.0064,34.3795,0.5298,843.2892,0.0045,658.9886,0.004,1.9980,0.0312,18.0677,0.012,*13.2730*,*0.5855*,0.5855,0.0064,34.3795,0.5298,176695,0275m277,4219,REX,0.01650874,21.944717,26.342772,29.190453,38.42343,1.3800784,1.2583481,1.2120886,1.2675332,1.0,0.0,0.2582725,2062917.1,0.0,0.0,0.0,0.0,19.146675,18.948347,18.836899,18.53851,16.865437,16.261951,15.218002,,0.19832802,0.11144829,0.40983772,0.29838943,27.468875,-27.8204167,01 49 52.53,-27 49 13.5,0.0,,19.6399,19.4916,Simbad,0.0
230,1,3942,27.46342358877521,-27.82211553235923,EXP,1.34129265268485,902.0754,0.0093,637.4759,0.0067,8.8806,0.0234,18.8014,0.0025,0.6290,0.0057,0.5094,0.001,54.4273,0.1222,902.0754,0.0093,637.4759,0.0067,8.7772,0.0181,18.4465,0.0021,0.8673,0.0034,0.5094,0.001,54.4273,0.1222,902.0754,0.0093,637.4759,0.0067,8.6786,0.0295,18.2464,0.0032,1.0946,0.0067,0.5094,0.001,54.4273,0.1222,902.0754,0.0093,637.4759,0.0067,8.5719,0.0479,18.2007,0.0047,1.3407,0.0118,0.5094,0.001,54.4273,0.1222,176695,0275m277,3942,EXP,0.016425818,2.7189376,1.9415921,1.8441373,1.2976575,1.3823347,1.2561421,1.2068172,1.2675332,1.0,0.0,0.8101445,22852.3,0.75513315,17231.775,-0.3814558,18533.754,21.414001,21.779606,21.835516,22.2171,,,18.600899,15.25013,-0.3656044,-0.05591011,-0.43749428,-0.38158417,27.4637083,-27.822,01 49 51.29,-27 49 19.2,0.088744,,19.9635,20.0312,Simbad,0.0
234,1,1066,66.37509485387507,-64.4484969496396,SER,0.678363784164879,925.2841,0.0018,852.6764,0.0019,2.5731,0.0157,18.6139,0.0032,6.3518,0.0679,0.715,0.002,12.1634,0.2475,925.2841,0.0018,852.6764,0.0019,2.8703,0.0098,18.2691,0.0019,6.1950,0.0401,0.715,0.002,12.1634,0.2475,925.2841,0.0018,852.6764,0.0019,3.1538,0.0190,17.9757,0.0032,6.0455,0.0532,0.715,0.002,12.1634,0.2475,925.2841,0.0018,852.6764,0.0019,3.4607,0.0331,17.958,0.0051,5.8836,0.0931,0.715,0.002,12.1634,0.2475,32351,0666m645,1066,SER,0.03429853,33.7462,44.850834,57.862457,56.41591,1.3223931,1.0852512,1.0028749,1.1099685,5.9745584,1177.0901,0.81340903,425267.56,0.13675153,527349.44,0.0697306,403598.53,18.679438,18.370573,18.094007,18.121496,18.247541,18.496738,15.844645,15.279074,0.3088646,0.27656555,0.24907684,-0.027488708,66.3749583,-64.4483056,04 25 29.99,-64 26 53.9,0.0,,19.9531,19.6718,Simbad,0.0
234,3,2809,66.42993441503693,-64.45507793784977,PSF,0.678363784164879,600.2442,0.0044,762.242,0.0039,*0.0515*,*0.0065*,18.7245,0.028,9.1592,0.6885,0.5609,0.0045,-12.545,0.369,600.2442,0.0044,762.242,0.0039,1.1502,0.0148,18.771,0.0094,*12.7224*,*0.3613*,0.5609,0.0045,-12.545,0.369,600.2442,0.0044,762.242,0.0039,2.1984,0.0279,18.7401,0.0092,*16.1222*,*0.4656*,0.5609,0.0045,-12.545,0.369,600.2442,0.0044,762.242,0.0039,3.3332,0.0426,18.7457,0.0114,*19.8025*,*0.8751*,0.5609,0.0045,-12.545,0.369,32351,0666m645,2809,PSF,0.034393147,28.080196,20.943882,16.218277,14.062773,1.3403983,1.1098868,1.002558,1.1211792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.879,19.197357,19.474989,19.629822,20.705494,21.787045,19.357267,,-0.31835747,-0.27763176,-0.4324646,-0.15483284,66.4297083,-64.4549722,04 25 43.13,-64 27 17.9,0.0,,19.5091,19.3703,Simbad,0.0
234,2,1101,66.37589592180791,-64.46185690174991,SER,0.678363784164879,920.897,0.003,668.5826,0.0028,12.1770,0.0066,17.0818,5.0E-4,0.6116,0.0009,0.8529,3.0E-4,-49.8431,0.1126,920.897,0.003,668.5826,0.0028,11.9058,0.0056,16.867,5.0E-4,0.7155,0.0007,0.8529,3.0E-4,-49.8431,0.1126,920.897,0.003,668.5826,0.0028,11.6470,0.0094,16.8481,0.001,0.8146,0.0013,0.8529,3.0E-4,-49.8431,0.1126,920.897,0.003,668.5826,0.0028,11.3669,0.0150,16.7969,0.0014,0.9220,0.0022,0.8529,3.0E-4,-49.8431,0.1126,32351,0666m645,1101,SER,0.033957474,133.21613,164.04129,169.6433,182.86803,1.3223931,1.0852512,1.002558,1.1099685,0.6884765,941042.5,3.1406682,1138061.5,0.026122326,6826551.0,-0.15997401,1.2291938E7,17.188608,16.962618,16.926159,16.844656,17.550827,17.919392,16.98145,11.748901,0.2259903,0.03645897,0.11796188,0.081502914,66.37525,-64.46175,04 25 30.06,-64 27 42.3,0.0,,18.0614,17.7904,Simbad,0.0
234,4,2880,66.431885041347,-64.46400266056607,SER,0.678363784164879,588.7078,0.0039,639.5425,0.0032,7.0728,0.0119,18.4783,0.0013,1.0356,0.0035,0.7764,9.0E-4,-51.3091,0.1765,588.7078,0.0039,639.5425,0.0032,7.3560,0.0093,18.1972,0.0011,1.0169,0.0019,0.7764,9.0E-4,-51.3091,0.1765,588.7078,0.0039,639.5425,0.0032,7.6262,0.0161,18.1215,0.0024,0.9990,0.0035,0.7764,9.0E-4,-51.3091,0.1765,588.7078,0.0039,639.5425,0.0032,7.9187,0.0264,18.0205,0.0034,0.9796,0.0063,0.7764,9.0E-4,-51.3091,0.1765,32351,0666m645,2880,SER,0.034383718,39.06577,49.428146,51.551342,55.00596,1.3403983,1.1098868,1.0062994,1.10456,0.8729967,101466.89,1.8061485,415667.6,-0.026631912,1082551.4,-0.11432966,2213276.8,18.52051,18.265064,18.2194,18.148975,19.051342,19.528643,,13.199039,0.25544548,0.045663834,0.11608887,0.07042503,66.4320417,-64.4639722,04 25 43.69,-64 27 50.3,0.0,,19.8191,19.3976,Simbad,0.0
