Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,ebv,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,Group_2,Gal_2,zmemb
230,3,5015,27.48574877761106,-27.8187794532997,SER,1.3413353490337,640.012,0.0017,680.0001,9.0E-4,24.6328,0.0065,15.1624,2.0E-4,0.9885,0.0006,0.4839,0.0001,-63.1734,0.0066,640.012,0.0017,680.0001,9.0E-4,24.1193,0.0046,14.471,1.0E-4,1.2273,0.0004,0.4839,0.0001,-63.1734,0.0066,640.012,0.0017,680.0001,9.0E-4,23.6294,0.0056,14.1681,2.0E-4,1.4552,0.0005,0.4839,0.0001,-63.1734,0.0066,640.012,0.0017,680.0001,9.0E-4,23.0990,0.0088,13.9075,3.0E-4,1.7018,0.0008,0.4839,0.0001,-63.1734,0.0066,176695,0275m277,5015,0.01670039,15.189421,14.511536,14.166996,13.945402,14.118378,14.531201,12.30531,11.700524,230,3,0.042866
230,4,5257,27.4914190220405,-27.81209212365086,SER,1.3413353490337,570.5805,0.0027,771.8054,0.0039,18.8850,0.0112,16.3359,6.0E-4,0.6959,0.0010,0.6697,0.0002,-24.1292,0.0379,570.5805,0.0027,771.8054,0.0039,18.5512,0.0066,15.7151,4.0E-4,0.9306,0.0006,0.6697,0.0002,-24.1292,0.0379,570.5805,0.0027,771.8054,0.0039,18.2328,0.0098,15.4047,5.0E-4,1.1544,0.0009,0.6697,0.0002,-24.1292,0.0379,570.5805,0.0027,771.8054,0.0039,17.8880,0.0172,15.2261,8.0E-4,1.3968,0.0017,0.6697,0.0002,-24.1292,0.0379,176695,0275m277,5257,0.016820326,16.296076,15.657519,15.336056,15.132566,15.586008,15.901958,13.91207,11.872924,230,4,0.0
230,5,5644,27.50007935114963,-27.81807803003387,SER,1.3413353490337,465.8698,0.0089,689.5929,0.0111,11.6974,0.0356,18.391,0.0028,0.8657,0.0051,0.7610,0.0012,4.9182,0.2799,465.8698,0.0089,689.5929,0.0111,11.1970,0.0264,18.0576,0.0022,1.1557,0.0040,0.7610,0.0012,4.9182,0.2799,465.8698,0.0089,689.5929,0.0111,10.7195,0.0441,17.8944,0.0035,1.4323,0.0076,0.7610,0.0012,4.9182,0.2799,465.8698,0.0089,689.5929,0.0111,10.2026,0.0726,17.8577,0.0059,1.7318,0.0125,0.7610,0.0012,4.9182,0.2799,176695,0275m277,5644,0.016837442,18.411093,18.04078,17.83749,17.752562,18.064203,18.296534,,12.782163,230,5,0.088395
230,1,3942,27.46342358877521,-27.82211553235923,EXP,1.3413353490337,902.0747,0.0093,637.4759,0.0067,8.8767,0.0234,18.8024,0.0025,0.6261,0.0057,0.5092,0.0010,54.436,0.1221,902.0747,0.0093,637.4759,0.0067,8.7764,0.0181,18.4468,0.0021,0.8663,0.0034,0.5092,0.0010,54.436,0.1221,902.0747,0.0093,637.4759,0.0067,8.6807,0.0295,18.2462,0.0032,1.0955,0.0067,0.5092,0.0010,54.436,0.1221,902.0747,0.0093,637.4759,0.0067,8.5772,0.0479,18.2002,0.0047,1.3436,0.0118,0.5092,0.0010,54.436,0.1221,176695,0275m277,3942,0.016425818,21.414001,21.779606,21.835516,22.2171,,,18.600899,15.25013,230,1,0.088744
234,1,1066,66.37509485387507,-64.4484969496396,SER,0.677477027606572,925.284,0.0018,852.6764,0.0019,2.5373,0.0152,18.6209,0.0031,6.2347,0.0659,0.7152,0.0020,12.1358,0.247,925.284,0.0018,852.6764,0.0019,2.8692,0.0102,18.2699,0.0018,6.1686,0.0384,0.7152,0.0020,12.1358,0.247,925.284,0.0018,852.6764,0.0019,3.1859,0.0199,17.9706,0.0032,6.1055,0.0524,0.7152,0.0020,12.1358,0.247,925.284,0.0018,852.6764,0.0019,3.5287,0.0342,17.9479,0.005,6.0373,0.0923,0.7152,0.0020,12.1358,0.247,32351,0666m645,1066,0.03429853,18.679438,18.370573,18.094007,18.121496,18.247541,18.496738,15.844645,15.279074,234,1,0.0
234,2,1101,66.37589592180791,-64.46185690174991,SER,0.677477027606572,920.8969,0.003,668.5832,0.0028,12.1740,0.0066,17.0823,5.0E-4,0.6109,0.0009,0.8526,0.0003,-49.8209,0.1121,920.8969,0.003,668.5832,0.0028,11.9174,0.0056,16.8662,5.0E-4,0.7170,0.0007,0.8526,0.0003,-49.8209,0.1121,920.8969,0.003,668.5832,0.0028,11.6725,0.0094,16.8454,0.001,0.8182,0.0013,0.8526,0.0003,-49.8209,0.1121,920.8969,0.003,668.5832,0.0028,11.4074,0.0151,16.7929,0.0014,0.9277,0.0022,0.8526,0.0003,-49.8209,0.1121,32351,0666m645,1101,0.033957474,17.188608,16.962618,16.926159,16.844656,17.550827,17.919392,16.98145,11.748901,234,2,0.0
234,4,2880,66.431885041347,-64.46400266056607,SER,0.677477027606572,588.7085,0.0039,639.5414,0.0032,7.0719,0.0120,18.4791,0.0013,1.0347,0.0035,0.7746,0.0009,-51.3213,0.1746,588.7085,0.0039,639.5414,0.0032,7.4036,0.0095,18.1923,0.0012,1.0269,0.0019,0.7746,0.0009,-51.3213,0.1746,588.7085,0.0039,639.5414,0.0032,7.7201,0.0166,18.1103,0.0024,1.0195,0.0035,0.7746,0.0009,-51.3213,0.1746,588.7085,0.0039,639.5414,0.0032,8.0628,0.0272,18.0034,0.0034,1.0114,0.0063,0.7746,0.0009,-51.3213,0.1746,32351,0666m645,2880,0.034383718,18.52051,18.265064,18.2194,18.148975,19.051342,19.528643,,13.199039,234,4,0.0
234,5,3970,66.46432422712171,-64.4736664545824,SER,0.677477027606572,396.7473,0.0071,506.8367,0.0054,9.4263,0.0438,18.764,0.0033,1.6831,0.0103,0.6837,0.0015,-66.5348,0.2131,396.7473,0.0071,506.8367,0.0054,9.8340,0.0351,18.4286,0.0027,1.8058,0.0075,0.6837,0.0015,-66.5348,0.2131,396.7473,0.0071,506.8367,0.0054,10.2230,0.0641,18.2776,0.0049,1.9228,0.0130,0.6837,0.0015,-66.5348,0.2131,396.7473,0.0071,506.8367,0.0054,10.6441,0.1053,18.1644,0.0074,2.0495,0.0216,0.6837,0.0015,-66.5348,0.2131,32351,0666m645,3970,0.034652293,18.905342,18.58608,18.472834,18.390858,19.169249,19.802036,17.527699,,234,5,0.0
235,4,10060,66.75788923904496,-49.1245573541696,DUP,2.02397369168898,535.3642,0.0012,617.0504,0.0014,27.9568,0.0766,15.7577,0.0014,4.9827,0.0093,0.6726,0.0003,10.1233,0.0391,535.3642,0.0012,617.0504,0.0014,25.6698,0.0494,14.9043,0.001,4.9662,0.0060,0.6726,0.0003,10.1233,0.0391,535.3642,0.0012,617.0504,0.0014,23.4878,0.0441,14.5619,0.001,4.9504,0.0058,0.6726,0.0003,10.1233,0.0391,535.3642,0.0012,617.0504,0.0014,21.1257,0.0667,14.3542,0.0016,4.9333,0.0090,0.6726,0.0003,10.1233,0.0391,81279,0666m490,10060,0.019797854,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,235,4,0.0
235,5,8148,66.77262982968402,-49.11473712347369,SER,2.02397369168898,407.1009,0.0016,749.3088,8.0E-4,14.3443,0.0090,15.5293,4.0E-4,2.0111,0.0016,0.4783,0.0001,77.02,0.013,407.1009,0.0016,749.3088,8.0E-4,14.4464,0.0055,14.872,3.0E-4,1.9171,0.0009,0.4783,0.0001,77.02,0.013,407.1009,0.0016,749.3088,8.0E-4,14.5437,0.0066,14.678,4.0E-4,1.8274,0.0009,0.4783,0.0001,77.02,0.013,407.1009,0.0016,749.3088,8.0E-4,14.6492,0.0112,14.4511,5.0E-4,1.7303,0.0015,0.4783,0.0001,77.02,0.013,81279,0666m490,8148,0.019724023,15.723197,15.030225,14.719966,14.528512,14.943882,15.4426,13.423775,,235,5,0.05828
235,1,6575,66.71578600950266,-49.11614529629508,REX,2.02397369168898,913.7439,0.0042,732.6036,0.0045,11.1824,0.0154,16.9969,0.0012,1.0916,0.0024,0.9483,0.0007,5.4123,0.5946,913.7439,0.0042,732.6036,0.0045,11.0889,0.0101,16.6266,8.0E-4,1.2309,0.0015,0.9483,0.0007,5.4123,0.5946,913.7439,0.0042,732.6036,0.0045,10.9997,0.0168,16.476,0.0014,1.3639,0.0026,0.9483,0.0007,5.4123,0.5946,913.7439,0.0042,732.6036,0.0045,10.9031,0.0286,16.3962,0.0022,1.5078,0.0045,0.9483,0.0007,5.4123,0.5946,81279,0666m490,6575,0.02021754,17.078983,16.700003,16.501606,16.463678,16.765846,17.158281,14.911572,13.767239,235,1,0.0
235,2,6922,66.72834628857257,-49.1176649251292,SER,2.02397369168898,801.1431,0.0159,711.9068,0.0123,13.1183,0.1179,18.6302,0.0068,1.8101,0.0190,0.6933,0.0023,-86.7231,0.3817,801.1431,0.0159,711.9068,0.0123,12.6553,0.0697,18.3628,0.0044,1.8449,0.0112,0.6933,0.0023,-86.7231,0.3817,801.1431,0.0159,711.9068,0.0123,12.2135,0.1160,18.2575,0.008,1.8781,0.0194,0.6933,0.0023,-86.7231,0.3817,801.1431,0.0159,711.9068,0.0123,11.7353,0.2042,18.244,0.0138,1.9140,0.0343,0.6933,0.0023,-86.7231,0.3817,81279,0666m490,6922,0.02005361,18.373566,18.072979,17.95097,17.898602,,,,,235,2,0.0
235,3,10927,66.73140597687143,-49.12506145178234,SER,2.02397369168898,773.578,0.003,610.4316,0.0024,12.5096,0.0367,16.9043,0.0018,2.8768,0.0081,0.6732,0.0007,-66.2668,0.0913,773.578,0.003,610.4316,0.0024,13.5065,0.0253,16.5169,0.0012,3.0526,0.0051,0.6732,0.0007,-66.2668,0.0913,773.578,0.003,610.4316,0.0024,14.4576,0.0453,16.3004,0.002,3.2204,0.0075,0.6732,0.0007,-66.2668,0.0913,773.578,0.003,610.4316,0.0024,15.4873,0.0767,16.1452,0.0029,3.4020,0.0129,0.6732,0.0007,-66.2668,0.0913,80334,0665m492,10927,0.020014493,16.603977,16.250761,16.09803,15.989478,16.49382,16.894287,15.411119,13.404518,235,3,0.0
236,1,5222,69.2653149436005,-46.70667876176086,EXP,0.602083668742854,956.8965,0.0033,441.9735,0.0036,11.5986,0.0097,17.3518,8.0E-4,0.8362,0.0016,0.8937,0.0004,22.5065,0.1947,956.8965,0.0033,441.9735,0.0036,11.3660,0.0062,16.737,5.0E-4,0.9328,0.0010,0.8937,0.0004,22.5065,0.1947,956.8965,0.0033,441.9735,0.0036,11.1441,0.0080,16.4769,8.0E-4,1.0249,0.0013,0.8937,0.0004,22.5065,0.1947,956.8965,0.0033,441.9735,0.0036,10.9039,0.0133,16.3122,0.001,1.1247,0.0022,0.8937,0.0004,22.5065,0.1947,89994,0692m467,5222,0.009023707,17.376299,16.754356,16.484907,16.297022,16.684439,17.199217,15.654359,,236,1,0.0
236,5,6641,69.31889408980804,-46.68418047490785,SER,0.602083668742854,452.2206,0.0025,752.0827,0.0011,26.0685,0.0075,15.7177,3.0E-4,0.7909,0.0006,0.3984,0.0001,-83.4866,0.0069,452.2206,0.0025,752.0827,0.0011,25.5605,0.0047,15.0089,2.0E-4,1.0048,0.0004,0.3984,0.0001,-83.4866,0.0069,452.2206,0.0025,752.0827,0.0011,25.0757,0.0062,14.6896,3.0E-4,1.2089,0.0005,0.3984,0.0001,-83.4866,0.0069,452.2206,0.0025,752.0827,0.0011,24.5509,0.0104,14.4377,3.0E-4,1.4299,0.0008,0.3984,0.0001,-83.4866,0.0069,89994,0692m467,6641,0.009775669,15.73619,15.033184,14.69799,14.484118,14.511899,14.714786,12.77519,11.869711,236,5,0.0
236,2,5508,69.27603373592217,-46.6978590063849,SER,0.602083668742854,856.1166,0.0068,563.4205,0.0075,17.7957,0.0333,18.0819,0.0018,0.8174,0.0030,0.5218,0.0005,-42.1183,0.0672,856.1166,0.0068,563.4205,0.0075,17.7556,0.0237,17.4673,0.0013,1.0883,0.0021,0.5218,0.0005,-42.1183,0.0672,856.1166,0.0068,563.4205,0.0075,17.7173,0.0380,17.1759,0.0021,1.3469,0.0034,0.5218,0.0005,-42.1183,0.0672,856.1166,0.0068,563.4205,0.0075,17.6759,0.0628,17.0212,0.0028,1.6267,0.0058,0.5218,0.0005,-42.1183,0.0672,89994,0692m467,5508,0.00923022,17.961975,17.354485,17.05697,16.880953,17.983908,18.688906,,,236,2,0.0
236,4,6490,69.31406448948452,-46.67005421537799,SER,0.602083668742854,498.2743,0.0032,945.9786,0.0039,11.0255,0.0154,17.6558,0.0012,1.1429,0.0028,0.6616,0.0005,39.8896,0.0812,498.2743,0.0032,945.9786,0.0039,10.6155,0.0096,17.314,8.0E-4,1.1360,0.0018,0.6616,0.0005,39.8896,0.0812,498.2743,0.0032,945.9786,0.0039,10.2243,0.0126,17.2079,0.0014,1.1293,0.0024,0.6616,0.0005,39.8896,0.0812,498.2743,0.0032,945.9786,0.0039,9.8008,0.0214,17.1175,0.0018,1.1222,0.0040,0.6616,0.0005,39.8896,0.0812,89994,0692m467,6490,0.009968031,17.695797,17.328705,17.188545,17.075012,17.57196,18.131598,16.009148,14.220016,236,4,0.0
269,6,18158,50.28122061266026,-33.90572373860297,DUP,4.88715738216537,381.7391,0.0014,673.9299,0.0012,185.1317,0.5272,14.8607,0.0011,9.7758,0.0093,0.7383,0.0003,-84.769,0.0425,381.7391,0.0014,673.9299,0.0012,123.4192,0.3432,14.3983,0.0012,7.7704,0.0076,0.7383,0.0003,-84.769,0.0425,381.7391,0.0014,673.9299,0.0012,64.5368,0.1745,14.4516,0.0012,5.8570,0.0069,0.7383,0.0003,-84.769,0.0425,381.7391,0.0014,673.9299,0.0012,0.7968,0.0889,19.6389,0.0228,3.7858,0.0077,0.7383,0.0003,-84.769,0.0425,145861,0504m340,18158,0.010638976,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,269,6,0.070142
269,1,15015,50.22237378454348,-33.89353706874672,SER,4.88715738216537,1052.8425,0.0066,841.2365,0.009,13.7573,0.0713,18.5641,0.0035,1.8125,0.0110,0.6552,0.0014,-12.276,0.1925,1052.8425,0.0066,841.2365,0.009,12.7913,0.0422,18.1533,0.003,1.8780,0.0059,0.6552,0.0014,-12.276,0.1925,1052.8425,0.0066,841.2365,0.009,11.8696,0.0576,18.0013,0.0029,1.9404,0.0095,0.6552,0.0014,-12.276,0.1925,1052.8425,0.0066,841.2365,0.009,10.8719,0.1008,17.9606,0.0087,2.0079,0.0173,0.6552,0.0014,-12.276,0.1925,145860,0501m340,15015,0.010570562,18.61958,18.140747,17.927832,17.804594,18.568823,19.073416,17.225285,,269,1,0.0707
269,5,17554,50.2660938105619,-33.90201401410077,SER,4.88715738216537,554.6242,0.0024,724.7357,0.0029,12.9796,0.0097,17.2015,7.0E-4,0.8085,0.0013,0.7901,0.0004,-6.347,0.0829,554.6242,0.0024,724.7357,0.0029,12.5349,0.0072,16.4664,9.0E-4,1.2559,0.0011,0.7901,0.0004,-6.347,0.0829,554.6242,0.0024,724.7357,0.0029,12.1106,0.0109,16.1266,6.0E-4,1.6827,0.0018,0.7901,0.0004,-6.347,0.0829,554.6242,0.0024,724.7357,0.0029,11.6514,0.0177,15.9063,0.0015,2.1448,0.0029,0.7901,0.0004,-6.347,0.0829,145860,0501m340,17554,0.010611529,17.225054,16.47459,16.118252,15.857105,15.715256,15.893703,13.865558,,269,5,0.0715
269,3,16666,50.25125623143664,-33.90354123982974,SER,4.88715738216537,723.5219,0.0026,704.0121,0.006,8.7484,0.0096,18.4124,0.0011,0.5840,0.0030,0.2636,0.0003,5.6954,0.0296,723.5219,0.0026,704.0121,0.006,9.1416,0.0080,18.1703,0.002,0.6130,0.0018,0.2636,0.0003,5.6954,0.0296,723.5219,0.0026,704.0121,0.006,9.5167,0.0129,18.0391,0.0013,0.6407,0.0030,0.2636,0.0003,5.6954,0.0296,723.5219,0.0026,704.0121,0.006,9.9227,0.0204,17.9497,0.0058,0.6707,0.0053,0.2636,0.0003,5.6954,0.0296,145860,0501m340,16666,0.010583885,18.398314,18.196493,18.077147,18.017496,18.668922,18.838171,,,269,3,0.0568
269,2,15976,50.23973999107268,-33.9067246811413,SER,4.88715738216537,854.8694,0.0026,659.9261,0.0015,10.6903,0.0152,17.4078,0.001,1.6373,0.0034,0.6779,0.0005,61.0903,0.0741,854.8694,0.0026,659.9261,0.0015,10.2368,0.0101,16.9664,0.0012,1.8409,0.0024,0.6779,0.0005,61.0903,0.0741,854.8694,0.0026,659.9261,0.0015,9.8041,0.0154,16.7923,0.001,2.0351,0.0038,0.6779,0.0005,61.0903,0.0741,854.8694,0.0026,659.9261,0.0015,9.3357,0.0260,16.7055,0.0027,2.2453,0.0064,0.6779,0.0005,61.0903,0.0741,145860,0501m340,15976,0.010571474,17.476265,17.00831,16.808578,16.667246,17.00113,17.53033,15.628809,12.431578,269,2,0.0
270,4,10312,61.54860082846632,-36.9374787358167,SER,0.605800785184517,655.9765,0.0012,585.7523,0.0014,25.1009,0.0513,16.6037,0.0012,2.5472,0.0042,0.7608,0.0003,-5.3792,0.0516,655.9765,0.0012,585.7523,0.0014,31.0539,0.0405,15.6714,7.0E-4,3.7289,0.0030,0.7608,0.0003,-5.3792,0.0516,655.9765,0.0012,585.7523,0.0014,36.7340,0.0753,15.252,0.001,4.8564,0.0048,0.7608,0.0003,-5.3792,0.0516,655.9765,0.0012,585.7523,0.0014,42.8826,0.1247,14.9743,0.0013,6.0770,0.0080,0.7608,0.0003,-5.3792,0.0516,131812,0614m370,10312,0.0049562813,16.180288,15.356356,14.997219,14.722928,15.335868,15.742857,16.067839,12.757032,270,4,0.0
270,3,10039,61.5408153022654,-36.92380881162721,SER,0.605800785184517,741.5149,0.0046,773.5641,0.0075,12.5388,0.0355,18.4529,0.0024,1.2430,0.0058,0.5085,0.0008,-23.2198,0.0851,741.5149,0.0046,773.5641,0.0075,11.9283,0.0203,18.0731,0.0015,1.4004,0.0034,0.5085,0.0008,-23.2198,0.0851,741.5149,0.0046,773.5641,0.0075,11.3458,0.0332,17.9524,0.0025,1.5506,0.0059,0.5085,0.0008,-23.2198,0.0851,741.5149,0.0046,773.5641,0.0075,10.7153,0.0591,17.9183,0.0046,1.7132,0.0104,0.5085,0.0008,-23.2198,0.0851,131812,0614m370,10039,0.00507342,18.461485,18.042028,17.874681,17.766195,18.496897,18.919127,21.200773,13.817498,270,3,0.0
270,2,9650,61.52991180576929,-36.92332255369563,REX,0.605800785184517,863.93,0.0049,771.6669,0.0028,3.8037,0.0115,19.4837,0.0016,0.7278,0.0124,0.2426,0.0014,-71.3233,0.0847,863.93,0.0049,771.6669,0.0028,3.8353,0.0051,19.1496,0.0013,0.8013,0.0065,0.2426,0.0014,-71.3233,0.0847,863.93,0.0049,771.6669,0.0028,3.8654,0.0077,19.0238,0.0019,0.8714,0.0094,0.2426,0.0014,-71.3233,0.0847,863.93,0.0049,771.6669,0.0028,3.8980,0.0156,18.9631,0.003,0.9473,0.0175,0.2426,0.0014,-71.3233,0.0847,131812,0614m370,9650,0.00516651,24.225256,24.062807,23.745213,23.83813,22.354637,23.906765,19.242224,,270,2,0.0
270,1,9554,61.52707183891137,-36.94244818954368,REX,0.605800785184517,892.5456,0.0019,517.5305,0.0018,8.6787,0.0067,17.6298,8.0E-4,0.8284,0.0016,0.8996,0.0003,47.5307,0.1724,892.5456,0.0019,517.5305,0.0018,8.6805,0.0039,16.9495,4.0E-4,0.9469,0.0010,0.8996,0.0003,47.5307,0.1724,892.5456,0.0019,517.5305,0.0018,8.6822,0.0054,16.6486,6.0E-4,1.0601,0.0013,0.8996,0.0003,47.5307,0.1724,892.5456,0.0019,517.5305,0.0018,8.6841,0.0094,16.4347,0.001,1.1825,0.0022,0.8996,0.0003,47.5307,0.1724,131812,0614m370,9554,0.0049441545,17.63872,16.961119,16.670757,16.450592,16.659111,17.087059,15.186111,13.792893,270,1,0.0
271,6,5509,72.47271881132448,-73.07555121431152,PSF,2.13999375025007,348.6409,0.0011,593.4772,0.001,15.6356,0.0352,15.2214,0.0012,4.3735,0.0084,0.9162,0.0003,69.0982,0.1466,348.6409,0.0011,593.4772,0.001,15.6777,0.0202,14.3193,6.0E-4,4.8464,0.0048,0.9162,0.0003,69.0982,0.1466,348.6409,0.0011,593.4772,0.001,15.7180,0.0235,13.9406,7.0E-4,5.2976,0.0055,0.9162,0.0003,69.0982,0.1466,348.6409,0.0011,593.4772,0.001,15.7616,0.0416,13.6498,0.0012,5.7860,0.0096,0.9162,0.0003,69.0982,0.1466,14563,0722m730,5509,0.11247132,18.752567,18.173944,18.079416,17.92394,Infinity,Infinity,Infinity,Infinity,271,6,0.027449
271,4,4816,72.39819006470766,-73.05513940680447,PSF,2.13999375025007,644.9265,0.0018,881.5371,0.0019,6.1011,0.0215,16.873,0.002,3.5261,0.0148,0.8429,0.0009,-16.199,0.1961,644.9265,0.0018,881.5371,0.0019,6.4055,0.0130,16.1226,0.0012,3.3344,0.0090,0.8429,0.0009,-16.199,0.1961,644.9265,0.0018,881.5371,0.0019,6.6960,0.0148,15.8783,0.0013,3.1515,0.0077,0.8429,0.0009,-16.199,0.1961,644.9265,0.0018,881.5371,0.0019,7.0105,0.0253,15.6159,0.0023,2.9534,0.0126,0.8429,0.0009,-16.199,0.1961,14563,0722m730,4816,0.11286391,17.80083,17.177715,17.161463,16.950212,Infinity,Infinity,Infinity,Infinity,271,4,0.0
