brickid,brickname,objid,type,ra,dec,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,index
403852,1460p127,4175,SER,146.1473189170914,12.66418804146043,0.04466669,58.59512,90.07552,104.73757,116.7968,1.2064558,1.1876334,1.6051468,1.2845737,2.286605,7190.388,1.2580254,338927.06,0.01928184,508896.3,0.08010253,845324.6,18.080347,17.613483,17.449743,17.331423,17.726955,18.244469,16.604158,,0.46686363,0.16374016,0.28206062,0.11832047,1756
405306,1585p130,3589,SER,158.5862713629405,13.00206835487385,0.03227636,132.09709,221.3052,279.9739,315.56927,1.6003792,1.4285679,1.3933567,1.0386974,1.2189554,290692.6,5.0935793,122585.93,0.003129857,2037814.8,-0.08362626,5034075.5,17.197767,16.637522,16.382206,16.252264,17.080753,17.738373,15.803277,,0.5602455,0.25531578,0.38525772,0.12994194,1864
297103,3141m060,4600,SER,314.19937797234,-5.977795253387373,0.048187386,64.99933,93.79332,114.37769,123.78468,1.4547911,1.5136673,1.1121678,1.1069965,0.6826589,89472.17,2.8498971,98622.5,-0.021229308,533620.44,-0.075372085,1199802.2,17.967728,17.56957,17.354147,17.268333,17.934837,18.429468,14.96309,,0.39815712,0.21542358,0.3012371,0.08581352,1799
415816,3425p147,613,SER,342.4673107661594,14.6466974995048,0.050850037,80.53379,125.10558,0.0,166.93553,1.4071198,1.4427079,0.0,1.8512709,0.9362281,48638.875,3.120098,68522.13,-0.032913458,459136.56,-0.078901194,662799.3,17.735054,17.256807,Infinity,16.943628,17.51758,18.069782,16.876995,,0.4782467,Infinity,0.31317902,Infinity,1779
328415,2318m005,2723,SER,231.8414121742427,-0.3965191640424555,0.11069469,49.230995,72.4228,81.99481,94.16189,1.3656074,1.5209807,1.3755515,1.0954008,1.4556636,41033.1,1.5147618,548864.75,-0.23658885,2009213.1,-0.054777276,1194949.2,18.269403,17.850311,17.715534,17.565311,17.85575,18.209581,16.556202,,0.41909218,0.13477707,0.28499985,0.15022278,1757
463097,2520p235,4273,SER,252.0930066480583,23.4956344492221,0.052033946,37.713814,80.127815,0.0,149.04912,1.6704968,1.3850225,0.0,1.3038313,0.7374496,35699.707,1.792532,176938.6,0.26769635,726541.2,-0.3515965,762116.8,18.558748,17.740541,Infinity,17.066677,16.711033,16.833471,14.830358,11.401549,0.8182068,Infinity,0.67386436,Infinity,1769
282871,3315m085,2376,REX,331.5629200936904,-8.470497674921043,0.029458085,94.89752,136.67616,167.61606,180.46024,1.6785002,1.2399373,1.5142674,1.3861403,1.0,0.0,5.7540154,59857.7,0.0,0.0,0.0,0.0,17.556862,17.160769,16.93921,16.859047,17.68272,18.117695,16.706118,13.535878,0.39609337,0.22155762,0.30172157,0.080163956,1835
318190,1956m022,1035,SER,195.5137521315164,-2.198975917550026,0.02472411,83.03611,115.14249,132.79207,144.64061,1.4381841,1.3569608,1.2256306,1.2641237,1.3475299,447538.4,2.4577112,1520627.2,0.18081647,1.3952934E7,-0.1005149,9660905.0,17.701832,17.34691,17.19207,17.099274,17.5534,18.119595,16.137161,,0.35492134,0.15484047,0.2476368,0.092796326,1840
358386,1685p047,2307,SER,168.5751912204989,4.70973098416895,0.05350648,110.63902,165.67815,186.92801,213.49225,1.8819666,1.3805352,1.1374575,1.3279599,1.3363397,87896.89,3.656461,137142.03,0.16523315,2319569.2,-0.0189133,1058675.6,17.390228,16.951838,16.820814,16.676544,17.255445,17.794657,16.069794,13.081614,0.43839073,0.1310234,0.27529335,0.14426994,1809
326206,0396m007,1541,SER,39.53603947059179,-0.6422937077615926,0.032366965,188.51704,271.2907,330.11322,350.67236,1.4756399,1.2562698,1.2921141,1.1609286,1.4248639,482353.34,6.6096272,198119.25,0.08357808,7465466.0,-0.066116735,5534464.0,16.811623,16.416412,16.203342,16.137747,16.78957,17.361948,15.818585,14.837893,0.39521027,0.21306992,0.27866554,0.06559563,1702
331841,0083p002,2089,SER,8.311904479056627,0.2010993750531641,0.020039191,533.5425,725.7125,869.9148,898.1341,1.4391035,1.1486068,1.0476661,1.0983484,1.2550312,2761888.5,7.92416,532177.6,0.010560596,2.7026206E7,0.2840916,5.9547684E7,15.682077,15.348088,15.151308,15.116647,15.874524,16.513268,15.302043,12.526191,0.33398914,0.1967802,0.2314415,0.034661293,1703
333297,0123p005,489,SER,12.26005046412672,0.5246424062356033,0.023330942,57.754807,97.47813,121.21558,142.91992,1.4979833,1.2322466,1.2038984,1.0918394,1.280402,141505.44,2.5938427,409066.38,-0.334836,4373760.0,-0.28312477,4019256.8,18.09603,17.527733,17.291103,17.112268,17.446772,18.003994,16.186771,,0.56829643,0.23662949,0.4154644,0.17883492,1850
414567,0200p147,3475,EXP,20.06710347776573,14.87497254341113,0.06200508,48.03875,75.052124,0.0,99.46685,1.6540085,1.5014817,0.0,1.4846448,1.0,0.0,7.338383,6937.169,-0.173975,184746.36,0.33336684,434751.0,18.29602,17.811592,Infinity,17.505804,18.704876,,17.085398,,0.4844284,Infinity,0.30578804,Infinity,1795
329779,2128m002,4219,SER,212.8480675054828,-0.3005035522168909,0.047553297,134.30971,204.07878,240.04901,275.59277,1.4445407,1.3000803,1.0187443,1.1478647,1.9325205,485422.38,3.1896925,869300.2,0.017573148,6278330.5,0.11044881,1.2352482E7,17.179731,16.725506,16.54925,16.39933,17.066051,17.715961,16.267786,,0.45422554,0.17625618,0.3261757,0.14991951,1724
354178,1943p040,335,SER,194.2824224523428,4.029895176361109,0.029407464,58.237892,97.88297,125.51848,143.89725,1.4085624,1.2289509,1.2686752,1.2733206,0.64461035,74606.28,7.249882,13355.743,-0.66764534,3465745.2,0.33119377,2416288.5,18.086987,17.523232,17.253231,17.104868,17.500334,18.136665,16.526337,,0.56375504,0.27000046,0.41836357,0.14836311,1758
278746,0092m090,4808,EXP,9.320329460463745,-9.104159788865358,0.034927912,145.51454,213.79242,260.1303,276.29855,1.3715383,1.3930295,1.2284402,1.529909,1.0,0.0,12.03594,979131.94,-0.55342823,2432798.5,0.14333157,3564074.8,17.092733,16.675018,16.462023,16.396553,17.36518,17.840471,,13.890799,0.41771507,0.21299553,0.27846527,0.06546974,1747
394046,1638p110,2092,SER,163.8110297809501,11.09560491169138,0.018564848,56.2579,89.52191,105.23537,121.86096,1.606961,1.4219533,1.3345678,1.2201163,1.1276622,49074.2,1.6266284,432489.2,0.240534,1615362.6,0.17503099,1369048.5,18.12454,17.620176,17.444595,17.28534,17.677193,18.207216,16.664644,14.067026,0.504364,0.17558098,0.33483696,0.15925598,1846
331211,2108p000,3770,SER,210.8841476323709,-0.0092654783527629,0.048824444,57.331745,84.41878,96.883,110.78741,1.51379,1.4186213,1.1413132,1.2138081,0.79887515,80977.77,2.6681883,147489.11,0.1337259,1048884.4,-0.31669936,1650649.6,18.104012,17.683903,17.534382,17.388775,17.904839,18.396107,16.683197,,0.4201088,0.14952087,0.29512787,0.145607,1778
349954,2169p032,4995,SER,216.9210801713807,3.301139376281453,0.027706258,307.70248,459.71777,560.5936,597.75,1.4684732,1.3999578,1.2632499,1.2984998,1.950677,355932.97,15.389895,16405.232,-0.078879856,5590341.0,0.02921292,2959088.2,16.279673,15.843772,15.62838,15.558701,16.308823,16.903713,15.622197,15.128509,0.4359007,0.21539211,0.28507137,0.06967926,1742
477010,1197p262,1261,SER,119.6836702918375,26.1388605158204,0.040611956,59.35165,83.61443,98.329575,108.72498,1.7185246,1.3655298,1.2308505,1.4212337,0.54449177,146648.45,1.8285894,440511.47,0.08430891,2237965.2,-0.033396695,1135892.0,18.066418,17.694298,17.51829,17.409176,17.80086,18.104305,16.50615,12.931921,0.3721199,0.17600822,0.28512192,0.10911369,1841
365522,1587p060,1779,SER,158.7406443841848,5.993246968519174,0.03048467,101.51379,156.42853,193.57733,211.44057,1.5789306,1.4182258,1.4030075,1.0518309,0.6947264,201529.62,5.308819,55136.05,0.23252685,2381177.8,-0.12957111,1439255.1,17.483688,17.01421,16.782864,16.687029,17.453957,18.11453,16.812305,15.401366,0.4694786,0.23134613,0.32718086,0.09583473,1827
414512,0058p147,2544,SER,5.811950001003222,14.80956053327815,0.057508368,491.37952,767.3929,0.0,1055.2084,1.69291,1.4044898,0.0,1.7515562,2.4155898,226427.31,13.651881,18056.805,-0.18457411,4458283.5,0.19418462,4818172.5,15.771458,15.287456,Infinity,14.941654,15.681669,16.210897,15.823496,13.435598,0.4840021,Infinity,0.34580135,Infinity,1834
368489,1843p065,5376,EXP,184.3990971492518,6.578419782653189,0.022068018,106.79309,147.18529,174.05516,174.4639,1.445461,1.3222077,1.179929,1.1874588,1.0,0.0,9.698479,663282.44,-0.61760163,6271588.5,0.005215622,4779701.0,17.428642,17.08034,16.898283,16.895737,17.8663,18.394907,18.009201,15.509626,0.34830284,0.18205643,0.18460274,0.0025463104,1848
328208,1801m005,10626,DUP,180.1431816130645,-0.5313775358311397,0.029026818,0.0,0.0,0.0,0.0,1.7621644,1.6752875,1.5925899,1.5453218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,1708
359822,1685p050,682,SER,168.4950567372381,5.069035815485948,0.05711901,52.99888,93.14328,119.4704,139.59264,1.3880438,1.2839024,0.9910874,1.1876575,0.7010269,126678.95,3.188593,121849.61,-0.32938483,1990478.0,0.17201051,1307510.0,18.189333,17.577122,17.306849,17.137844,17.519335,18.193882,16.671213,15.351789,0.6122112,0.2702732,0.43927765,0.16900444,1713
408111,1580p135,1122,SER,157.9703256058484,13.51831965254595,0.03345851,421.72363,672.14746,844.688,943.5928,1.6473825,1.4574713,1.3909537,1.054364,0.82718605,1704901.4,6.1434665,399825.8,-0.1780443,2.037109E7,0.13763146,1.7214966E7,15.93743,15.431338,15.183259,15.063039,15.541256,16.106144,14.59083,14.70202,0.5060921,0.2480793,0.36829948,0.12022018,1738
508805,2280p325,2099,EXP,228.05047893020367,32.49002278016963,0.021169,98.66527,155.84016,-9999.0,209.66464,1.97207,1.912366,-9999.0,1.043467,1.0,0.0,1.887208,1779394.5,-0.084163,2712304.0,0.034408,2613788.0,17.51459,17.018301,-9999.0,16.696186,17.115982,17.643234,15.360002,,0.496288,-9999.0,0.322115,-9999.0,1826
417240,3508p150,2814,SER,350.8222806814613,14.92899027342999,0.067149386,59.017467,89.18108,0.0,119.98363,1.5184594,1.4748639,0.0,2.0319333,2.3549242,7813.469,2.8831546,36239.816,0.04094406,260457.33,0.1652902,493754.03,18.072548,17.62432,Infinity,17.302195,17.865675,18.535984,,,0.44822884,Infinity,0.32212448,Infinity,1780
470519,1237p250,1513,SER,123.6473892100972,25.06950458536609,0.04306647,137.92435,214.27185,249.04216,287.36063,1.5172476,1.64396,1.5614898,1.4828905,0.7111647,693939.5,2.6298156,1040268.0,0.12285045,1.0799434E7,0.06645694,7138318.5,17.150898,16.672586,16.509317,16.353931,16.705626,17.19732,14.950686,15.18228,0.47831154,0.16326904,0.318655,0.15538597,1760
453293,1207p217,2342,SER,120.7231299477792,21.82073005111393,0.06710947,89.833405,148.77776,185.97577,206.20514,1.2906799,1.3791313,1.08018,1.204058,2.1408424,28670.834,11.082807,9137.149,0.10542077,451338.66,0.03294288,206229.48,17.616405,17.068655,16.826359,16.71425,17.48203,18.527407,16.462282,,0.5477505,0.24229622,0.35440445,0.11210823,1750
319764,2291m020,710,SER,229.0336239532844,-2.048991254073981,0.2054929,158.74707,316.2709,437.822,540.3123,1.2916893,1.5660008,1.235743,1.5321631,1.9595944,65835.89,14.054831,8396.341,-0.30680743,2096095.1,0.040823873,862732.1,16.998236,16.249851,15.896756,15.668387,16.128208,16.699396,15.806849,,0.7483845,0.35309505,0.5814638,0.22836876,1719
270236,0118m105,2794,SER,11.8060691884027,-10.44669065330186,0.033937946,85.40381,130.15067,140.39006,156.28662,1.1308486,1.3575869,1.2864283,1.565952,1.8595468,30898.715,1.8199784,302633.1,-0.10994845,1159152.2,0.17438668,1568349.1,17.671307,17.213884,17.131659,17.015196,17.691706,18.35724,15.205589,11.03509,0.45742226,0.0822258,0.1986885,0.11646271,1852
405390,1801p130,6904,SER,180.2397044182904,12.95975764238802,0.025026325,51.53112,84.39883,103.67693,117.28129,1.467045,1.3086994,1.1984936,1.1524853,1.2538458,41597.484,4.398766,25762.629,-0.04716213,448961.3,0.06101029,625035.0,18.219826,17.684158,17.460794,17.32693,18.025414,18.702166,16.386385,,0.5356674,0.22336388,0.35722923,0.13386536,1768
331013,1613p000,3860,SER,161.3249781483615,0.0189019888978522,0.046411425,110.80386,160.03052,194.31914,205.64503,1.4168332,1.3261665,1.4184678,1.3450723,1.2504983,226653.12,8.637547,397003.75,-0.17528713,8379497.0,-0.6886932,1.4087645E7,17.388613,16.989492,16.778711,16.717205,17.443752,18.021488,17.594965,15.458827,0.39912033,0.2107811,0.27228737,0.06150627,1798
341093,1613p017,163,SER,161.2549460571383,1.648691763692678,0.049722094,176.75412,290.90463,361.89218,398.45395,1.7192905,1.4319574,1.4544439,1.5124977,2.4880772,69638.38,14.238181,19390.088,-0.09058147,1086042.0,0.058845133,790685.44,16.881577,16.340624,16.103552,15.999055,16.766542,17.47349,15.816578,14.177743,0.5409527,0.23707199,0.34156895,0.10449696,1707
491523,2480p290,3009,SER,248.0453100079845,29.02515225641411,0.03464596,74.763725,121.27409,0.0,169.2066,1.753454,1.6150922,0.0,1.3283774,4.3213367,2653.9998,1.5939368,106849.21,-0.070696674,431278.4,0.042276867,343883.72,17.815773,17.29058,Infinity,16.928957,17.328802,17.877388,17.031094,15.931855,0.52519226,Infinity,0.36162376,Infinity,1754
445724,2564p202,5404,SER,256.4922976968608,20.23411208882536,0.06492933,53.584663,81.69773,0.0,115.4539,1.549831,1.3712626,0.0,1.4148355,1.0953424,32148.473,4.3350735,3132877.0,0.63228357,8054198.5,-0.2531915,3542445.5,18.177399,17.719475,Infinity,17.343979,17.477427,17.974646,16.137865,15.418181,0.4579239,Infinity,0.3754959,Infinity,1776
411736,0104p142,44,REX,10.30136196908225,14.33102038330452,0.09145046,56.272446,80.88148,0.0,102.42091,1.596295,1.4068282,0.0,1.4968286,1.0,0.0,1.5860227,214115.75,0.0,0.0,0.0,0.0,18.12426,17.730377,Infinity,17.474028,17.861813,18.317682,16.454159,13.930552,0.39388275,Infinity,0.25634956,Infinity,1863
348606,2396p030,3173,SER,239.6390459268953,3.082253118375678,0.13069862,86.86718,168.55936,230.3664,281.38327,1.5016888,1.368247,1.6541113,1.3769028,2.7287097,36348.227,5.29325,55290.63,0.08986186,1417032.8,-0.02418899,654917.7,17.65286,16.933117,16.593952,16.376755,16.866806,17.447683,16.125544,,0.7197437,0.33916473,0.55636215,0.21719742,1844
284338,3419m082,3444,SER,341.9932661566244,-8.316706484571606,0.038977552,95.86667,153.2977,186.61623,220.34184,1.8725709,1.6359885,1.5784112,1.5991462,1.3317106,65448.215,2.6839347,278496.7,-0.51143396,3119381.8,0.10824179,2348056.5,17.545832,17.036161,16.822626,16.642258,16.920593,17.43305,15.880322,15.331939,0.50967026,0.21353531,0.39390373,0.18036842,1765
324712,0261m010,3706,SER,26.10616628909347,-0.8830386892684075,0.029042374,45.53252,71.82856,87.85552,98.938736,1.4295002,1.2393421,1.1762291,1.1592275,1.3177359,87121.336,3.2110157,142053.94,-0.20177378,1738101.0,-0.24835429,2033482.5,18.354197,17.859257,17.640577,17.511583,18.208122,18.734922,18.49781,14.285007,0.4949398,0.21867943,0.34767342,0.12899399,1709
355341,1255p042,6181,DUP,125.556553312477,4.197687309164339,0.022756945,0.0,0.0,0.0,0.0,1.8449895,1.5711826,1.4487481,1.1971537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,1796
359842,1736p050,618,SER,173.5019325481302,5.073446472467877,0.029320339,156.73169,235.05943,284.7711,300.11078,1.3592228,1.7044398,1.3556123,1.4646075,1.5349699,66615.945,14.464677,36550.812,-0.26418683,869489.0,0.10313741,695919.5,17.012108,16.572056,16.36376,16.306795,17.299084,17.864775,17.38573,,0.44005203,0.20829582,0.2652607,0.056964874,1857
346917,1773p027,1101,REX,177.3016085540534,2.680693637514066,0.0352434,53.137367,77.04162,88.44079,96.77547,1.5814751,1.4903507,1.0601777,1.0796767,1.0,0.0,1.8835557,225646.77,0.0,0.0,0.0,0.0,18.1865,17.783186,17.633368,17.535587,17.962605,18.398422,17.601288,14.851316,0.4033146,0.14981842,0.24759865,0.09778023,1830
324460,3231m012,8350,SER,323.1122157930126,-1.189727116740358,0.05229723,71.74576,117.11478,144.88948,168.39484,1.3768607,1.2350662,1.253224,1.0275009,0.80380356,1368713.4,2.820753,1802564.4,-0.2192156,2.3551332E7,-0.11614636,1.5758253E7,17.86051,17.32847,17.097408,16.934177,17.377619,17.864878,16.418198,12.550093,0.53203964,0.23106194,0.39429283,0.1632309,1821
349751,1661p032,5864,REX,166.2017163575823,3.144121824244128,0.055487916,78.23188,118.81467,139.46483,156.91647,1.673191,1.352125,1.4358007,1.3377148,1.0,0.0,4.0210032,109619.71,0.0,0.0,0.0,0.0,17.76654,17.312824,17.138838,17.010828,17.553108,18.46668,,11.593925,0.45371628,0.17398643,0.30199623,0.1280098,1801
328184,1741m005,2467,SER,174.1000179496801,-0.4968423545983467,0.02106004,81.96092,103.02296,119.5948,114.21828,1.3221772,1.5847236,1.4228872,1.1337135,2.448168,17185.63,5.4347897,15740.617,-0.51990956,1092546.5,-0.06421013,595671.1,17.715982,17.467665,17.30572,17.355661,18.125553,18.622585,17.444202,14.768359,0.24831772,0.16194534,0.11200333,-0.049942017,1767
356844,1420p045,347,SER,141.9037872623336,4.452605711213326,0.045493763,80.0564,118.19776,143.95578,153.16609,1.476671,1.5300356,1.2838734,1.0120499,1.0819649,63791.24,6.367174,23369.29,-0.34021378,1222201.4,-0.10786258,634366.94,17.74151,17.318478,17.104427,17.037094,17.679369,18.155123,16.886274,,0.42303276,0.2140503,0.2813835,0.06733322,1812
339605,1493p015,9654,REX,149.412773021245,1.400427333452817,0.016976804,90.058,137.6376,162.49559,174.41563,1.2499596,1.0854232,1.1573648,1.3595417,1.0,0.0,5.2328773,217080.0,0.0,0.0,0.0,0.0,17.613695,17.153158,16.972897,16.896036,17.90369,18.68918,14.601669,,0.46053696,0.18026161,0.25712204,0.07686043,1813
491083,1225p290,2300,SER,122.494031894406,28.99193510040491,0.042068068,250.44705,374.9125,462.67706,503.2153,1.8068391,1.531349,1.1645877,1.4192173,1.2989678,272583.7,6.467318,81316.28,0.2869818,6158914.5,0.12682225,3545368.0,16.50321,16.065176,15.836805,15.745615,16.223206,16.64325,14.716563,,0.43803406,0.22837067,0.319561,0.09119034,1745
349880,1984p032,1933,SER,198.3769772242416,3.361990558458861,0.029391102,192.84125,280.77347,322.01428,364.2072,1.5082153,1.3376275,1.292643,1.3581762,1.378106,167407.23,4.060281,170504.05,-0.4874448,6934400.0,-0.013770665,4050956.0,16.787,16.37911,16.230312,16.096628,16.638018,17.182177,16.90078,14.400071,0.40789032,0.14879799,0.28248215,0.13368416,1831
389860,1803p102,1477,SER,180.3052455847715,10.32059852196594,0.024870537,59.484455,91.194115,106.73396,119.00665,1.2927246,1.133988,1.1979299,1.0662724,1.0781467,87759.63,3.7608547,73618.53,0.1678521,1686305.1,-0.015542547,632871.3,18.063992,17.600082,17.429243,17.311071,17.89735,18.138626,15.907187,,0.46390915,0.17083931,0.289011,0.11817169,1781
331291,2308p000,4441,REX,230.8823033390728,0.0167382056406213,0.059571255,199.29662,329.70547,392.7961,477.4896,1.5787107,1.5898684,1.4484327,1.3639406,1.0,0.0,1.410807,1.6139372E7,0.0,0.0,0.0,0.0,16.75125,16.204685,16.014582,15.80259,16.024906,16.44343,14.21818,12.911328,0.5465641,0.19010353,0.40209484,0.21199131,1741
364221,1921p057,874,EXP,192.0809471110243,5.707071302390263,0.032342404,63.75707,81.31297,90.090256,95.158195,1.4749706,1.1587403,1.1866466,1.4357438,1.0,0.0,2.8317494,63197.54,-0.07596958,439373.66,0.17273414,782639.3,17.98868,17.7246,17.613306,17.553885,17.950874,18.317648,17.92406,14.784119,0.26408005,0.11129379,0.17071533,0.05942154,1763
329590,1656m002,5611,REX,165.7099014627209,-0.3642720298994134,0.031953022,116.07494,175.66396,214.28334,228.62271,1.6037096,1.4795041,0.9355064,1.4227755,1.0,0.0,5.770583,31299.525,0.0,0.0,0.0,0.0,17.338154,16.888294,16.67253,16.602201,17.467083,18.020649,,14.643093,0.44985962,0.215765,0.28609276,0.07032776,1720
345533,1913p025,6044,SER,191.318199614769,2.449102548930179,0.027755683,226.49432,337.36612,380.53177,440.71548,1.3869222,1.0461559,1.4088972,1.507699,2.4678485,750285.56,2.2013319,4274767.5,0.07206839,4.5454168E7,-0.051281717,3.817504E7,16.612356,16.179747,16.049023,15.889605,16.727154,17.352264,15.189831,12.415333,0.43260956,0.13072395,0.29014206,0.1594181,1803
453803,2577p217,1636,SER,257.6984518371873,21.70569995938491,0.05872,147.81804,209.54013,0.0,258.9853,1.6490887,1.4822483,0.0,1.405859,1.7529778,70660.18,6.539075,92628.914,0.25957426,2559567.8,-0.31815445,2243126.0,17.075682,16.696833,Infinity,16.466812,17.080667,17.565926,16.043386,15.837155,0.37884903,Infinity,0.23002052,Infinity,1856
325309,1753m010,122,SER,175.2516197118121,-0.9702204269053591,0.017396951,65.96477,96.916504,111.96379,122.88243,1.3857183,1.2908583,1.3696177,1.3159808,1.1528323,80508.76,4.854097,38171.656,0.12924094,1009573.4,-0.14570795,1062560.4,17.95172,17.534006,17.377306,17.276276,18.09778,18.735216,,17.146904,0.41771317,0.15670013,0.25773048,0.10103035,1737
