Group,Gal,ID,ra,dec,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z
56,1,10222,53.43533681994836,-30.31760628997305,0.556192157674747,750.1791,0.0009,650.8336,0.0016,10.5565,0.0072,17.1767,0.0005,0.9380,0.0017,0.4811,0.0001,-31.4559,0.0188,750.1791,0.0009,650.8336,0.0016,9.7433,0.0045,16.4299,0.0003,1.3097,0.0011,0.4811,0.0001,-31.4559,0.0188,750.1791,0.0009,650.8336,0.0016,8.9675,0.0068,16.0058,0.0004,1.6643,0.0020,0.4811,0.0001,-31.4559,0.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,3,8686,54.54555348227841,-47.41201930354791,0.514797866886711,623.1254,0.0031,500.9246,0.0028,12.7928,0.0196,17.8930,0.0014,1.1330,0.0027,0.8218,0.0005,-48.3031,0.1448,623.1254,0.0031,500.9246,0.0028,12.5481,0.0120,17.2358,0.0008,1.2838,0.0016,0.8218,0.0005,-48.3031,0.1448,623.1254,0.0031,500.9246,0.0028,12.3146,0.0154,16.9170,0.0010,1.4277,0.0021,0.8218,0.0005,-48.3031,0.1448,623.1254,0.0031,500.9246,0.0028,12.0618,0.0262,16.7671,0.0017,1.5834,0.0037,0.8218,0.0005,-48.3031,0.1448
58,4,8794,54.54934174827138,-47.38559464123681,0.514797866886711,583.7546,0.0044,852.2288,0.0030,13.6483,0.0125,17.6410,0.0009,0.8404,0.0016,0.6272,0.0003,75.3871,0.0503,583.7546,0.0044,852.2288,0.0030,12.9498,0.0078,17.2002,0.0006,0.9488,0.0010,0.6272,0.0003,75.3871,0.0503,583.7546,0.0044,852.2288,0.0030,12.2834,0.0103,17.0330,0.0008,1.0522,0.0014,0.6272,0.0003,75.3871,0.0503,583.7546,0.0044,852.2288,0.0030,11.5620,0.0174,16.9394,0.0013,1.1642,0.0025,0.6272,0.0003,75.3871,0.0503
58,2,8390,54.53527578198323,-47.3867555551081,0.514797866886711,708.5748,0.0067,824.0987,0.0041,6.9458,0.0116,19.0061,0.0015,0.6513,0.0042,0.5200,0.0007,-78.2427,0.0877,708.5748,0.0067,824.0987,0.0041,7.0305,0.0084,18.7465,0.0013,0.7126,0.0023,0.5200,0.0007,-78.2427,0.0877,708.5748,0.0067,824.0987,0.0041,7.1114,0.0130,18.6302,0.0020,0.7711,0.0038,0.5200,0.0007,-78.2427,0.0877,708.5748,0.0067,824.0987,0.0041,7.1989,0.0212,18.5713,0.0030,0.8344,0.0068,0.5200,0.0007,-78.2427,0.0877
58,1,8010,54.52236933614189,-47.4059597702231,0.514797866886711,834.3067,0.0023,572.3656,0.0014,13.4267,0.0103,17.3900,0.0007,0.8739,0.0015,0.5037,0.0002,66.1839,0.0221,834.3067,0.0023,572.3656,0.0014,13.0749,0.0064,16.5885,0.0004,1.1655,0.0010,0.5037,0.0002,66.1839,0.0221,834.3067,0.0023,572.3656,0.0014,12.7393,0.0080,16.2420,0.0005,1.4438,0.0013,0.5037,0.0002,66.1839,0.0221,834.3067,0.0023,572.3656,0.0014,12.3760,0.0135,16.0172,0.0008,1.7450,0.0022,0.5037,0.0002,66.1839,0.0221
59,3,8588,55.13591683083962,-48.62590921258528,0.777872150011182,683.3837,0.0021,751.3934,0.0022,5.2749,0.0085,17.9393,0.0012,1.5065,0.0041,0.9441,0.0008,27.4947,0.6710,683.3837,0.0021,751.3934,0.0022,5.5392,0.0060,17.5539,0.0009,1.5080,0.0025,0.9441,0.0008,27.4947,0.6710,683.3837,0.0021,751.3934,0.0022,5.7913,0.0096,17.3913,0.0014,1.5095,0.0035,0.9441,0.0008,27.4947,0.6710,683.3837,0.0021,751.3934,0.0022,6.0642,0.0160,17.2731,0.0021,1.5111,0.0060,0.9441,0.0008,27.4947,0.6710
59,2,8476,55.13265426951509,-48.62954589610883,0.777872150011182,713.0417,0.0033,701.4487,0.0030,4.0019,0.0065,18.9181,0.0012,0.2998,0.0048,0.6564,0.0011,-47.2039,0.1561,713.0417,0.0033,701.4487,0.0030,3.9586,0.0037,18.7233,0.0011,0.3353,0.0024,0.6564,0.0011,-47.2039,0.1561,713.0417,0.0033,701.4487,0.0030,3.9173,0.0052,18.6424,0.0018,0.3691,0.0037,0.6564,0.0011,-47.2039,0.1561,713.0417,0.0033,701.4487,0.0030,3.8726,0.0092,18.5871,0.0026,0.4057,0.0070,0.6564,0.0011,-47.2039,0.1561
59,1,8165,55.12245913409185,-48.64203615489762,0.777872150011182,800.4700,0.0061,534.4599,0.0055,6.2943,0.0286,19.0857,0.0037,1.3703,0.0115,0.7640,0.0018,-77.3965,0.3251,800.4700,0.0061,534.4599,0.0055,5.9702,0.0186,18.3022,0.0023,1.3074,0.0067,0.7640,0.0018,-77.3965,0.3251,800.4700,0.0061,534.4599,0.0055,5.6610,0.0182,18.0863,0.0028,1.2474,0.0067,0.7640,0.0018,-77.3965,0.3251,800.4700,0.0061,534.4599,0.0055,5.3262,0.0282,17.8156,0.0043,1.1824,0.0116,0.7640,0.0018,-77.3965,0.3251
59,4,7533,55.15103067821671,-48.62424917136797,0.777872150011182,545.7068,0.0026,773.3461,0.0023,15.6775,0.0070,16.3512,0.0004,0.6246,0.0007,0.8972,0.0002,-51.4056,0.1255,545.7068,0.0026,773.3461,0.0023,15.4344,0.0062,15.9169,0.0004,0.9331,0.0005,0.8972,0.0002,-51.4056,0.1255,545.7068,0.0026,773.3461,0.0023,15.2026,0.0103,15.7328,0.0006,1.2275,0.0010,0.8972,0.0002,-51.4056,0.1255,545.7068,0.0026,773.3461,0.0023,14.9515,0.0164,15.6249,0.0009,1.5462,0.0017,0.8972,0.0002,-51.4056,0.1255
60,2,7925,55.61118847941587,-41.14467798349656,1.24568927645279,760.3291,0.0020,828.5241,0.0018,32.1839,0.0101,14.8189,0.0002,1.5339,0.0006,0.6008,0.0001,-45.3571,0.0127,760.3291,0.0020,828.5241,0.0018,33.4988,0.0061,14.3538,0.0002,1.4585,0.0004,0.6008,0.0001,-45.3571,0.0127,760.3291,0.0020,828.5241,0.0018,34.7535,0.0095,14.1610,0.0003,1.3866,0.0005,0.6008,0.0001,-45.3571,0.0127,760.3291,0.0020,828.5241,0.0018,36.1116,0.0167,13.9690,0.0004,1.3088,0.0008,0.6008,0.0001,-45.3571,0.0127
60,4,8577,55.63225419210978,-41.14952251705099,1.24568927645279,543.0742,0.0173,761.8788,0.0043,23.3625,0.0222,17.9806,0.0011,0.3164,0.0018,0.1944,0.0002,-76.1898,0.0160,543.0742,0.0173,761.8788,0.0043,23.3892,0.0177,17.5553,0.0009,0.4288,0.0012,0.1944,0.0002,-76.1898,0.0160,543.0742,0.0173,761.8788,0.0043,23.4147,0.0290,17.3797,0.0016,0.5360,0.0022,0.1944,0.0002,-76.1898,0.0160,543.0742,0.0173,761.8788,0.0043,23.4423,0.0468,17.2579,0.0024,0.6520,0.0039,0.1944,0.0002,-76.1898,0.0160
60,1,7924,55.61115773427836,-41.1554598853192,1.24568927645279,760.2397,0.0068,679.8438,0.0070,8.0505,0.0244,18.7233,0.0024,0.8975,0.0061,0.8678,0.0014,22.9769,0.5687,760.2397,0.0068,679.8438,0.0070,13.9151,0.0973,17.9718,0.0044,2.3278,0.0133,0.8678,0.0014,22.9769,0.5687,760.2397,0.0068,679.8438,0.0070,19.5108,0.1888,17.6916,0.0053,3.6925,0.0249,0.8678,0.0014,22.9769,0.5687,760.2397,0.0068,679.8438,0.0070,25.5681,0.2889,17.5317,0.0056,5.1699,0.0380,0.8678,0.0014,22.9769,0.5687
60,3,8183,55.61951174555693,-41.16989996658953,1.24568927645279,673.6011,0.0027,481.5375,0.0028,*0.1074*,*0.0067*,18.3040,0.0079,*10.1327*,*0.3494*,0.6068,0.0034,-60.3145,0.3281,673.6011,0.0027,481.5375,0.0028,0.9155,0.0074,17.8846,0.0016,*13.4338*,*0.1967*,0.6068,0.0034,-60.3145,0.3281,673.6011,0.0027,481.5375,0.0028,1.6865,0.0185,17.6923,0.0073,*16.5835*,*0.3283*,0.6068,0.0034,-60.3145,0.3281,673.6011,0.0027,481.5375,0.0028,2.5211,0.0311,17.5659,0.0096,*19.9930*,*0.5884*,0.6068,0.0034,-60.3145,0.3281
68,4,12694,73.38137624380975,-36.24073564478677,0.60373824416547,485.7218,0.0016,861.6215,0.0019,72.8677,0.5680,16.6673,0.0041,5.8478,0.0217,0.6637,0.0006,8.8063,0.0618,485.7218,0.0016,861.6215,0.0019,70.1449,0.2842,15.7876,0.0021,6.8119,0.0103,0.6637,0.0006,8.8063,0.0618,485.7218,0.0016,861.6215,0.0019,67.5470,0.3591,15.4688,0.0025,7.7318,0.0152,0.6637,0.0006,8.8063,0.0618,485.7218,0.0016,861.6215,0.0019,64.7347,0.6985,15.2819,0.0051,8.7275,0.0298,0.6637,0.0006,8.8063,0.0618
68,1,1826,73.34498265667271,-36.24702057351266,0.60373824416547,889.0855,0.0070,775.5761,0.0050,16.2422,0.0928,18.6180,0.0043,1.9820,0.0132,0.6173,0.0013,-55.0046,0.1629,889.0855,0.0070,775.5761,0.0050,14.9528,0.0514,18.2497,0.0027,2.1994,0.0076,0.6173,0.0013,-55.0046,0.1629,889.0855,0.0070,775.5761,0.0050,13.7226,0.0843,18.1501,0.0047,2.4069,0.0143,0.6173,0.0013,-55.0046,0.1629,889.0855,0.0070,775.5761,0.0050,12.3908,0.1520,18.1448,0.0089,2.6314,0.0254,0.6173,0.0013,-55.0046,0.1629
68,3,2667,73.36776031033033,-36.25887232763502,0.60373824416547,636.7284,0.0032,611.9170,0.0036,22.2856,0.5415,18.0624,0.0094,9.6415,0.0999,0.5235,0.0014,1.4560,0.1248,636.7284,0.0032,611.9170,0.0036,23.7747,0.3274,17.6108,0.0054,9.4099,0.0573,0.5235,0.0014,1.4560,0.1248,636.7284,0.0032,611.9170,0.0036,25.1954,0.5346,17.3983,0.0086,9.1890,0.0775,0.5235,0.0014,1.4560,0.1248,636.7284,0.0032,611.9170,0.0036,26.7333,0.9333,17.3113,0.0141,8.9498,0.1379,0.5235,0.0014,1.4560,0.1248
68,2,2354,73.35924354458093,-36.26736970178203,0.60373824416547,731.7169,0.0027,496.0767,0.0029,2.6043,0.0140,18.8688,0.0026,4.9085,0.0488,0.4407,0.0016,0.9388,0.1161,731.7169,0.0027,496.0767,0.0029,3.4364,0.0100,18.4243,0.0018,4.5212,0.0327,0.4407,0.0016,0.9388,0.1161,731.7169,0.0027,496.0767,0.0029,4.2303,0.0198,18.2932,0.0028,4.1517,0.0326,0.4407,0.0016,0.9388,0.1161,731.7169,0.0027,496.0767,0.0029,5.0897,0.0337,18.0570,0.0042,3.7517,0.0494,0.4407,0.0016,0.9388,0.1161
186,3,3576,314.4895706185349,-24.94810710824377,0.458366748082473,627.8249,0.0027,911.7556,0.0022,6.5886,0.0421,17.6350,0.0041,2.7306,0.0306,0.6486,0.0013,54.5251,0.1466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.8249,0.0027,911.7556,0.0022,6.2929,0.0207,16.4779,0.0018,3.2626,0.0139,0.6486,0.0013,54.5251,0.1466,627.8249,0.0027,911.7556,0.0022,6.1366,0.0344,16.2847,0.0033,3.5437,0.0236,0.6486,0.0013,54.5251,0.1466
186,1,3253,314.472846415685,-24.96240135644899,0.458366748082473,836.5536,0.0051,716.8831,0.0054,25.6648,0.2215,17.2951,0.0059,2.7396,0.0188,0.8958,0.0019,-32.2178,0.6364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836.5536,0.0051,716.8831,0.0054,18.8805,0.1178,16.4013,0.0039,3.3985,0.0157,0.8958,0.0019,-32.2178,0.6364,836.5536,0.0051,716.8831,0.0054,15.2947,0.1873,16.3583,0.0074,3.7467,0.0238,0.8958,0.0019,-32.2178,0.6364
186,4,3677,314.4941688273316,-24.96287790106267,0.458366748082473,570.5071,0.0035,709.2769,0.0042,5.4471,0.0097,17.8621,0.0011,0.9389,0.0066,0.7610,0.0010,-8.8131,0.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.5071,0.0035,709.2769,0.0042,5.7368,0.0074,16.9866,0.0007,0.9464,0.0035,0.7610,0.0010,-8.8131,0.1751,570.5071,0.0035,709.2769,0.0042,5.8899,0.0112,16.8623,0.0018,0.9503,0.0059,0.7610,0.0010,-8.8131,0.1751
186,2,3426,314.4821964439124,-24.98454274202755,0.458366748082473,719.2754,0.0230,410.7152,0.0253,*0.0482*,*0.0472*,19.1471,0.3251,6.8073,4.3741,0.3623,0.0228,76.3388,1.6391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.2754,0.0230,410.7152,0.0253,1.1671,0.0972,19.5801,0.0252,*12.3679*,*1.3902*,0.3623,0.0228,76.3388,1.6391,719.2754,0.0230,410.7152,0.0253,1.7585,0.1522,19.6867,0.0352,*15.3069*,*2.5988*,0.3623,0.0228,76.3388,1.6391
230,3,5015,27.48574877761106,-27.8187794532997,1.34129265268485,640.0120,0.0017,680.0001,0.0009,24.6329,0.0065,15.1624,0.0002,0.9885,0.0006,0.4839,0.0001,-63.1734,0.0066,640.0120,0.0017,680.0001,0.0009,24.1194,0.0046,14.4710,0.0001,1.2273,0.0004,0.4839,0.0001,-63.1734,0.0066,640.0120,0.0017,680.0001,0.0009,23.6294,0.0056,14.1681,0.0002,1.4551,0.0005,0.4839,0.0001,-63.1734,0.0066,640.0120,0.0017,680.0001,0.0009,23.0990,0.0088,13.9075,0.0003,1.7017,0.0008,0.4839,0.0001,-63.1734,0.0066
230,4,5257,27.4914190220405,-27.81209212365086,1.34129265268485,570.5806,0.0027,771.8055,0.0039,18.8856,0.0112,16.3358,0.0006,0.6959,0.0010,0.6697,0.0002,-24.1295,0.0379,570.5806,0.0027,771.8055,0.0039,18.5508,0.0066,15.7151,0.0004,0.9306,0.0006,0.6697,0.0002,-24.1295,0.0379,570.5806,0.0027,771.8055,0.0039,18.2314,0.0098,15.4048,0.0005,1.1544,0.0009,0.6697,0.0002,-24.1295,0.0379,570.5806,0.0027,771.8055,0.0039,17.8856,0.0172,15.2263,0.0008,1.3967,0.0017,0.6697,0.0002,-24.1295,0.0379
230,5,5644,27.50007935114963,-27.81807803003387,1.34129265268485,465.8621,0.0089,689.5943,0.0111,11.6435,0.0351,18.3969,0.0028,0.8497,0.0050,0.7601,0.0011,4.7524,0.2785,465.8621,0.0089,689.5943,0.0111,11.1810,0.0266,18.0581,0.0021,1.1518,0.0041,0.7601,0.0011,4.7524,0.2785,465.8621,0.0089,689.5943,0.0111,10.7397,0.0447,17.8961,0.0035,1.4400,0.0076,0.7601,0.0011,4.7524,0.2785,465.8621,0.0089,689.5943,0.0111,10.2620,0.0733,17.8554,0.0059,1.7520,0.0126,0.7601,0.0011,4.7524,0.2785
230,2,4219,27.46902204298467,-27.82031360324704,1.34129265268485,843.2892,0.0045,658.9886,0.0040,*0.2763*,*0.0131*,19.0966,0.0084,8.7982,0.5551,0.5855,0.0064,34.3795,0.5298,843.2892,0.0045,658.9886,0.0040,0.8527,0.0125,18.7148,0.0077,*10.2963*,*0.3762*,0.5855,0.0064,34.3795,0.5298,843.2892,0.0045,658.9886,0.0040,1.4027,0.0202,18.4433,0.0092,*11.7257*,*0.3870*,0.5855,0.0064,34.3795,0.5298,843.2892,0.0045,658.9886,0.0040,1.9980,0.0312,18.0677,0.0120,*13.2730*,*0.5855*,0.5855,0.0064,34.3795,0.5298
230,1,3942,27.46342358877521,-27.82211553235923,1.34129265268485,902.0754,0.0093,637.4759,0.0067,8.8806,0.0234,18.8014,0.0025,0.6290,0.0057,0.5094,0.0010,54.4273,0.1222,902.0754,0.0093,637.4759,0.0067,8.7772,0.0181,18.4465,0.0021,0.8673,0.0034,0.5094,0.0010,54.4273,0.1222,902.0754,0.0093,637.4759,0.0067,8.6786,0.0295,18.2464,0.0032,1.0946,0.0067,0.5094,0.0010,54.4273,0.1222,902.0754,0.0093,637.4759,0.0067,8.5719,0.0479,18.2007,0.0047,1.3407,0.0118,0.5094,0.0010,54.4273,0.1222
235,4,10060,66.75788923904496,-49.1245573541696,2.02398643307026,535.3642,0.0012,617.0502,0.0014,27.9646,0.0763,15.7576,0.0014,4.9840,0.0093,0.6724,0.0003,10.1145,0.0391,535.3642,0.0012,617.0502,0.0014,25.6700,0.0493,14.9044,0.0010,4.9660,0.0060,0.6724,0.0003,10.1145,0.0391,535.3642,0.0012,617.0502,0.0014,23.4808,0.0440,14.5621,0.0010,4.9489,0.0058,0.6724,0.0003,10.1145,0.0391,535.3642,0.0012,617.0502,0.0014,21.1109,0.0664,14.3546,0.0016,4.9304,0.0090,0.6724,0.0003,10.1145,0.0391
235,5,8148,66.77262982968402,-49.11473712347369,2.02398643307026,407.1009,0.0016,749.3087,0.0008,14.3452,0.0090,15.5292,0.0004,2.0113,0.0016,0.4784,0.0001,77.0194,0.0130,407.1009,0.0016,749.3087,0.0008,14.4472,0.0055,14.8720,0.0003,1.9173,0.0009,0.4784,0.0001,77.0194,0.0130,407.1009,0.0016,749.3087,0.0008,14.5445,0.0066,14.6780,0.0004,1.8276,0.0009,0.4784,0.0001,77.0194,0.0130,407.1009,0.0016,749.3087,0.0008,14.6498,0.0112,14.4511,0.0005,1.7305,0.0015,0.4784,0.0001,77.0194,0.0130
235,1,6575,66.71578600950266,-49.11614529629508,2.02398643307026,913.7438,0.0042,732.6036,0.0045,11.1825,0.0154,16.9969,0.0012,1.0916,0.0024,0.9483,0.0007,5.4165,0.5946,913.7438,0.0042,732.6036,0.0045,11.0889,0.0101,16.6266,0.0008,1.2310,0.0015,0.9483,0.0007,5.4165,0.5946,913.7438,0.0042,732.6036,0.0045,10.9997,0.0168,16.4760,0.0014,1.3639,0.0026,0.9483,0.0007,5.4165,0.5946,913.7438,0.0042,732.6036,0.0045,10.9030,0.0286,16.3962,0.0022,1.5078,0.0045,0.9483,0.0007,5.4165,0.5946
235,2,6922,66.72834628857257,-49.1176649251292,2.02398643307026,801.1436,0.0159,711.9071,0.0123,13.1281,0.1183,18.6296,0.0068,1.8116,0.0191,0.6933,0.0023,-86.7440,0.3818,801.1436,0.0159,711.9071,0.0123,12.6818,0.0703,18.3611,0.0045,1.8495,0.0112,0.6933,0.0023,-86.7440,0.3818,801.1436,0.0159,711.9071,0.0123,12.2560,0.1173,18.2549,0.0080,1.8857,0.0195,0.6933,0.0023,-86.7440,0.3818,801.1436,0.0159,711.9071,0.0123,11.7950,0.2062,18.2401,0.0139,1.9249,0.0345,0.6933,0.0023,-86.7440,0.3818
235,3,10927,66.73140597687143,-49.12506145178234,2.02398643307026,773.5778,0.0030,610.4314,0.0024,12.5010,0.0365,16.9046,0.0018,2.8752,0.0080,0.6733,0.0007,-66.2703,0.0913,773.5778,0.0030,610.4314,0.0024,13.4963,0.0251,16.5174,0.0012,3.0509,0.0051,0.6733,0.0007,-66.2703,0.0913,773.5778,0.0030,610.4314,0.0024,14.4459,0.0450,16.3009,0.0019,3.2187,0.0075,0.6733,0.0007,-66.2703,0.0913,773.5778,0.0030,610.4314,0.0024,15.4738,0.0763,16.1456,0.0029,3.4002,0.0128,0.6733,0.0007,-66.2703,0.0913
236,1,5222,69.2653149436005,-46.70667876176086,0.604531607230023,956.8945,0.0033,441.9734,0.0036,11.3696,0.0095,17.3602,0.0008,0.8269,0.0016,0.9148,0.0005,22.4639,0.2478,956.8945,0.0033,441.9734,0.0036,11.0925,0.0061,16.7490,0.0005,0.9154,0.0010,0.9148,0.0005,22.4639,0.2478,956.8945,0.0033,441.9734,0.0036,10.8282,0.0078,16.4930,0.0008,0.9999,0.0013,0.9148,0.0005,22.4639,0.2478,956.8945,0.0033,441.9734,0.0036,10.5420,0.0128,16.3330,0.0010,1.0913,0.0022,0.9148,0.0005,22.4639,0.2478
236,5,6641,69.31889408980804,-46.68418047490785,0.604531607230023,452.2193,0.0026,752.0829,0.0012,26.0566,0.0076,15.7183,0.0003,0.7897,0.0006,0.3983,0.0001,-83.4864,0.0070,452.2193,0.0026,752.0829,0.0012,25.5733,0.0047,15.0087,0.0002,1.0060,0.0004,0.3983,0.0001,-83.4864,0.0070,452.2193,0.0026,752.0829,0.0012,25.1122,0.0062,14.6879,0.0003,1.2124,0.0005,0.3983,0.0001,-83.4864,0.0070,452.2193,0.0026,752.0829,0.0012,24.6130,0.0105,14.4355,0.0003,1.4358,0.0008,0.3983,0.0001,-83.4864,0.0070
236,3,6034,69.29654182797566,-46.6852071748319,0.604531607230023,663.1267,0.0034,737.5062,0.0037,0.6442,0.0238,19.0502,0.0119,*20.0000*,*0.5565*,0.6899,0.0039,-72.1660,0.4350,663.1267,0.0034,737.5062,0.0037,12.2847,0.7325,18.0870,0.0178,*17.9844*,*0.4711*,0.6899,0.0039,-72.1660,0.4350,663.1267,0.0034,737.5062,0.0037,23.3914,1.4366,17.9310,0.0191,*16.0612*,*0.3982*,0.6899,0.0039,-72.1660,0.4350,663.1267,0.0034,737.5062,0.0037,35.4144,2.1989,17.7042,0.0217,*13.9793*,*0.3352*,0.6899,0.0039,-72.1660,0.4350
236,2,5508,69.27603373592217,-46.6978590063849,0.604531607230023,856.1168,0.0068,563.4205,0.0075,17.8043,0.0337,18.0812,0.0019,0.8180,0.0030,0.5218,0.0005,-42.1176,0.0679,856.1168,0.0068,563.4205,0.0075,17.7613,0.0240,17.4670,0.0013,1.0890,0.0021,0.5218,0.0005,-42.1176,0.0679,856.1168,0.0068,563.4205,0.0075,17.7203,0.0384,17.1759,0.0021,1.3475,0.0035,0.5218,0.0005,-42.1176,0.0679,856.1168,0.0068,563.4205,0.0075,17.6759,0.0634,17.0213,0.0028,1.6273,0.0058,0.5218,0.0005,-42.1176,0.0679
236,4,6490,69.31406448948452,-46.67005421537799,0.604531607230023,498.2742,0.0032,945.9786,0.0040,11.0285,0.0155,17.6555,0.0012,1.1435,0.0029,0.6616,0.0005,39.8897,0.0820,498.2742,0.0032,945.9786,0.0040,10.6157,0.0097,17.3139,0.0008,1.1360,0.0018,0.6616,0.0005,39.8897,0.0820,498.2742,0.0032,945.9786,0.0040,10.2218,0.0127,17.2081,0.0014,1.1289,0.0024,0.6616,0.0005,39.8897,0.0820,498.2742,0.0032,945.9786,0.0040,9.7954,0.0216,17.1180,0.0018,1.1212,0.0040,0.6616,0.0005,39.8897,0.0820
